"rs" "chr" "pos" "hapflk_v1.4_ALL" "hapflk_v1.4_ALL_scaled" "hapflk_v1.4_ALL_log_pvalue" "hapflk_v1.4_PRUNED" "hapflk_v1.4_PRUNED_scaled" "hapflk_v1.4_PRUNED_log_pvalue" "hapflk_v1.4_PRUNED_KIN" "hapflk_v1.4_PRUNED_KIN_scaled" "hapflk_v1.4_PRUNED_KIN_log_pvalue"
134 1 9125 32.4212702903 557.360991595 0.665578684074927 32.2286390466 526.148576216 0.249184650743071 32.311478918 548.457034894 0.520566512518553
135 1 9183 32.4619876463 558.090307833 0.678420075127738 NA NA NA 32.2861260988 548.017279397 0.513963158402876
136 1 9317 32.3112959998 555.391167329 0.631628238841409 NA NA NA 32.0531669709 543.976503641 0.455713667585803
137 1 9380 32.018868098 550.153292419 0.546526594154288 NA NA NA 31.9662778386 542.469374462 0.435099912204804
138 1 9442 31.979443765 549.447136395 0.535624817544754 32.1817711497 525.651875406 0.244556548251058 31.9873729472 542.835278148 0.440049411266476
139 1 9514 31.9032496279 548.082371416 0.514937293209321 32.1207567039 525.005251029 0.238618589955911 32.0323519918 543.615458923 0.450720770687897
140 1 9525 31.767383979 545.648789432 0.479291326289461 32.1058559797 524.847334795 0.237183349723078 31.9998955648 543.052488309 0.4430042702084
141 1 9633 31.730490876 544.987971988 0.469885490061418 NA NA NA 31.9462707524 542.122342992 0.4304382787521
142 1 9776 31.6267993222 543.130682091 0.444071043316574 NA NA NA 31.8435489857 540.340589994 0.407001840464878
143 1 9799 31.608944153 542.810866019 0.439718094642811 32.1000595779 524.785905167 0.236626615983582 31.8486892305 540.429749739 0.408154874649291
144 1 9947 31.5797437185 542.287837189 0.432657389480525 32.0675329923 524.441191995 0.233518850023097 31.8141813611 539.831195979 0.400453966787569
145 1 10018 31.6661026415 543.834670556 0.453748135346861 NA NA NA 31.830218955 540.109374907 0.404021370109862
146 1 10043 31.6409491498 543.38412927 0.44753984850864 31.9859092035 523.576152071 0.225841812276076 31.8296722699 540.099892421 0.403899433792723
147 1 10138 31.5581127529 541.900390261 0.427473422758915 NA NA NA 31.7304500372 538.378840338 0.382154968757378
148 1 10189 31.4713099707 540.345606631 0.407066661721015 NA NA NA 31.5398920648 535.073530767 0.342532133332464
149 1 10290 31.4768970091 540.445679873 0.408361105117991 31.9350162586 523.036794246 0.221142753174121 31.6422786608 536.849470087 0.363474068121527
150 1 10296 31.5207054072 541.230361868 0.41860160240084 NA NA NA 31.7578381881 538.853899534 0.388080365156663
151 1 10355 31.1977027897 535.444842443 0.346844332083974 NA NA NA 31.6568714691 537.10258859 0.366524374022184
152 1 10454 31.0237881641 532.329739376 0.311743953081222 31.8568973054 522.208898183 0.214059831167858 31.6126805118 536.336077527 0.357337555975639
153 1 10583 30.8527989284 529.267034956 0.279586189345352 31.7715470905 521.304366006 0.206499808465119 31.6064071203 536.227262867 0.356045553599064
154 1 10696 30.819567372 528.671801961 0.27360263934485 31.6976631455 520.521352094 0.200104660659601 31.6075745167 536.247511858 0.356285749708539
155 1 10771 30.6445011954 525.536072682 0.243485903291625 NA NA NA 31.5072039712 534.506541798 0.336014777768775
156 1 10844 30.4683998164 522.381801187 0.215526121438926 NA NA NA 31.4370315187 533.289370583 0.322297353262295
157 1 10931 30.4832554687 522.647890873 0.217796015135922 31.672012272 520.249506962 0.19791656481466 31.3964068504 532.584718327 0.314525645219348
158 1 10938 30.4477952635 522.012739037 0.21240456926841 NA NA NA 31.3339612603 531.501572848 0.302820446199927
159 1 10957 30.464213648 522.306819881 0.214889410797966 NA NA NA 31.3853404727 532.392767271 0.312430050471699
160 1 10974 30.4566638319 522.171589993 0.213744336249795 NA NA NA 31.3273570937 531.387020752 0.301599515608085
161 1 10979 30.4987133812 522.924768051 0.220175144029683 31.7004233652 520.550604598 0.200341100643448 31.3119437334 531.119669422 0.298762609229155
162 1 11015 30.4957313614 522.871355067 0.219714812242827 31.7192190095 520.749798766 0.201956231012029 31.2962264335 530.84704613 0.295887904896156
163 1 11168 30.4537083197 522.118651806 0.21329721127325 31.7222393886 520.781808411 0.202216605480559 31.2563842091 530.1559657 0.288682571184431
164 1 11224 30.3948888093 521.065095575 0.204530969944834 NA NA NA 31.2058468737 529.279373993 0.2797111365348
165 1 11319 30.3503437052 520.26721794 0.198058618572472 31.7237666771 520.797994447 0.202348354315987 31.1140506475 527.68712917 0.26389221837597
166 1 11360 30.3252440693 519.817641301 0.194474350848011 31.7211563545 520.770330536 0.202123215115501 31.0600418288 526.750323099 0.254869809191904
167 1 11581 30.2019321431 517.608917576 0.17751291207319 31.6477484132 519.992361258 0.195861966770098 30.9298225064 524.491613231 0.233971692056004
168 1 11629 30.1366869943 516.44026737 0.168967387903241 31.6129453494 519.623522221 0.192940619345233 30.8676301143 523.41285958 0.224412075841636
169 1 11743 30.0636308629 515.131709345 0.159744293650212 NA NA NA 30.7071398206 520.629086763 0.200976397407028
170 1 11795 29.9357919579 512.841899827 0.144465042507859 31.4914119693 518.335524843 0.182974832232927 30.6066799897 518.886568009 0.187193836553662
171 1 11952 29.4410251083 503.979794495 0.0950356265720926 31.4787655591 518.201499581 0.181958721604851 30.2606516001 512.884557527 0.144739841950358
172 1 12001 29.5516357741 505.961017311 0.104812394256496 31.4731268777 518.141741457 0.181506928733113 30.1150109911 510.358358846 0.129095751960288
173 1 12023 29.3885980542 503.040737894 0.090643213575988 NA NA NA 29.9191229866 506.960597588 0.110014005868272
174 1 12128 29.3974876475 503.199965442 0.0913772519051743 31.4490876623 517.886976499 0.179589534535352 29.9179285912 506.939880289 0.109904333621009
175 1 12576 29.3433749687 502.230716472 0.0869761700796896 31.4137187999 517.512141191 0.176794087057872 30.0563290582 509.34049561 0.123148041429226
176 1 12594 29.3487058232 502.326201031 0.0874026363039657 31.3959643898 517.323981908 0.175402290748611 30.0814185411 509.775683426 0.125666389631197
177 1 12912 29.5004860515 505.044839864 0.100204270948674 NA NA NA 30.0263551577 508.82058548 0.120187193893699
178 1 13131 29.5162768938 505.327680372 0.101610766646992 31.3826123663 517.182478633 0.174360635730638 30.171731425 511.342199042 0.135037275412068
179 1 13430 29.8696759517 511.6576511 0.136982898613827 31.3425494815 516.757896593 0.171260981149016 30.3588327078 514.587550852 0.156014960544338
180 1 13514 30.0074386916 514.12521317 0.152894825556259 31.3007089666 516.314475424 0.16806500054019 30.5294725255 517.547371506 0.17705553244402
181 1 13598 30.1449281455 516.587880229 0.170030615234571 31.2495497683 515.772295874 0.164214086088875 30.6473242353 519.591559841 0.192688886392098
182 1 13860 30.4725496135 522.456131024 0.21615856719952 31.2451904692 515.726096502 0.163888828088333 30.8121266864 522.450128872 0.216107450207123
183 1 13861 30.493709505 522.835140224 0.21940307252662 NA NA NA 30.8151466576 522.502511565 0.216553842133015
184 1 13867 30.5104796098 523.135520969 0.221997881548818 NA NA NA 30.8028738889 522.289635141 0.214743665733873
185 1 13945 30.4938642337 522.837911674 0.219426918718741 31.188509106 515.125393658 0.159700654501827 30.3851431217 515.04391624 0.159138424163667
186 1 14058 30.5195811435 523.298544725 0.22341483359049 NA NA NA 30.239090394 512.510569183 0.142343188913801
187 1 14137 30.5970583115 524.686290941 0.235725692311078 31.22544903 515.516878904 0.162421513429145 30.3719715126 514.815449042 0.157569309520545
188 1 14222 30.6626538994 525.861218101 0.246500033454113 NA NA NA 30.5153249036 517.301974949 0.175240006455752
189 1 14339 30.6727705317 526.042423978 0.248190658676919 31.218807271 515.446490274 0.161929929055116 30.7418841771 521.231742492 0.205900860605125
190 1 14375 30.7673555588 527.736600688 0.264374518951179 31.231171686 515.577526982 0.162845908553747 30.8063542441 522.350003391 0.215255950817169
191 1 14466 30.9777507393 531.505131769 0.302858430194904 NA NA NA 31.2725724135 530.436757031 0.291596022210895
192 1 14549 31.3204897812 537.644163706 0.37310602570605 31.3026091318 516.334613165 0.16820923496424 31.4925248081 534.251925432 0.333114452055084
193 1 14551 31.3764184255 538.645939668 0.385479310673134 NA NA NA 31.6965391056 537.790640719 0.37489907631806
194 1 14645 31.3865060928 538.826626733 0.38773861370846 NA NA NA 31.8292156695 540.091972492 0.403797608513957
195 1 14670 31.3878928268 538.851465469 0.388049856429183 31.2926975428 516.229571237 0.167457832666928 31.7404351942 538.552037158 0.384308491016574
196 1 14786 31.8463667138 547.063502879 0.499820093998877 NA NA NA 32.0398389647 543.745323671 0.452512697090727
197 1 14850 31.5848333683 542.379001366 0.433882888089028 31.3704050054 517.053106367 0.173412053782372 32.0972854032 544.741756729 0.466410695389286
198 1 15035 31.7902892463 546.059061243 0.485189615064882 NA NA NA 32.4157143972 550.265043883 0.548264217233662
199 1 15074 31.8411888223 546.970758146 0.498457865045775 31.2780041087 516.07385184 0.166348234185728 32.765247277 556.327841246 0.647638787879476
200 1 15083 31.8593038357 547.295228463 0.503233754473976 NA NA NA 32.7967777571 556.874750915 0.657098810516439
201 1 15086 31.8970935646 547.972105982 0.513287786064435 NA NA NA 32.817641244 557.236637023 0.663403774344818
202 1 15124 32.0229529525 550.226459025 0.547663878688973 NA NA NA 32.9806668521 560.064385954 0.713916595921028
203 1 15160 32.251272012 554.316036886 0.613548279458638 31.1703473631 514.932917507 0.15837472060847 32.8071671003 557.054958518 0.660233963591186
204 1 15254 32.2149438085 553.665337741 0.60275978194503 NA NA NA 32.7630714835 556.290101176 0.646989028853319
205 1 15288 32.4316350556 557.54664195 0.66883357425248 31.1133155688 514.328500832 0.154261271188758 32.8632492244 558.027726959 0.677312422893014
206 1 15296 32.9136324916 566.180025637 0.830757875684979 31.1262515371 514.4655948 0.155187618336005 33.1107440408 562.320630451 0.755810560540751
207 1 15307 32.9088499303 566.09436193 0.829049218479814 NA NA NA 33.1098144999 562.304507166 0.755506163282329
208 1 15320 32.8966924295 565.87660067 0.824714962333501 NA NA NA 33.1217288735 562.511167075 0.759413248840833
209 1 15375 33.0528649574 568.673912966 0.881400852269555 NA NA NA 33.1639490348 563.243493838 0.773354247545758
210 1 15376 33.077336762 569.112244092 0.8904818577309 NA NA NA 33.1858837606 563.623961042 0.780656012706132
211 1 15402 33.0560469573 568.730907929 0.882578586109964 NA NA NA 33.3484971002 566.444558999 0.836047232496495
212 1 15423 33.1847604911 571.036383519 0.93098159260682 NA NA NA 33.2934078249 565.489011947 0.817033287720389
213 1 15433 33.1097356682 569.692562921 0.902587257637648 31.0918608858 514.101126464 0.152733487971308 33.3422812764 566.336742877 0.833889082563018
214 1 15507 33.3620524737 574.211980722 1.00009339614844 31.0889663361 514.070450345 0.152528186843655 33.494969398 568.985183679 0.887843979238031
