"rs" "chr" "pos" "hapflk_v1.4_ALL" "hapflk_v1.4_ALL_scaled" "hapflk_v1.4_ALL_log_pvalue" "hapflk_v1.4_PRUNED" "hapflk_v1.4_PRUNED_scaled" "hapflk_v1.4_PRUNED_log_pvalue" "hapflk_v1.4_PRUNED_KIN" "hapflk_v1.4_PRUNED_KIN_scaled" "hapflk_v1.4_PRUNED_KIN_log_pvalue"
81 1 6712 27.7053886714 517.739834299 0.178488547079104 28.4149439585 501.442342192 0.0835136331613001 29.0345329306 529.063673316 0.27753224272333
82 1 6826 27.8690013863 519.848167699 0.194716300527881 NA NA NA 29.0669879481 529.495052939 0.281901118376575
83 1 6827 28.090778998 522.706021053 0.218294054237564 28.4065878517 501.25571043 0.0827091394771146 29.0964314764 529.886405003 0.285903801468974
84 1 6912 28.2113191709 524.259316425 0.231890314474018 NA NA NA 29.169487895 530.857442849 0.295997198589987
85 1 6913 28.2124253782 524.273571146 0.232017674829702 28.3991744025 501.090132713 0.0820002315142496 29.2132353822 531.43891764 0.302152246493933
86 1 6963 28.3026145636 525.43575999 0.242561022468209 NA NA NA 29.1002316773 529.936915814 0.286423140560169
87 1 7034 28.4476389974 527.304562532 0.260182364842756 NA NA NA 29.0649853098 529.46843464 0.281630226630976
88 1 7117 28.6170374334 529.48745144 0.281823741092798 28.3996514731 501.100787978 0.082045714796496 29.1059253381 530.012593766 0.287202408362509
89 1 7168 28.8077161927 531.94456119 0.307572499075493 NA NA NA 28.9920179062 528.498579947 0.271877451395006
90 1 7272 28.8059457789 531.921747422 0.307326582555563 28.4074159966 501.274206858 0.0827886121467576 28.963266919 528.116432872 0.268097112338673
91 1 7424 28.8433443855 532.403670427 0.312548838287906 NA NA NA 29.2535793311 531.975153908 0.307902469849398
92 1 7430 28.9156583249 533.335516671 0.322810634375062 28.4150052078 501.44371018 0.0835195513566261 29.4496689148 534.581501312 0.336871754183883
93 1 7462 28.8527580695 532.524976308 0.313872438193376 28.4217302521 501.593912528 0.0841712521303541 29.4887031902 535.100329903 0.342842193125224
94 1 7548 28.7982718454 531.822860178 0.306262138616883 NA NA NA 29.4657111936 534.794729118 0.339317243998398
95 1 7589 28.7775619642 531.555990123 0.303401578124223 NA NA NA 29.4355570957 534.393932435 0.334730032901973
96 1 7607 28.8476990222 532.459784807 0.313160661597879 NA NA NA 29.6441247443 537.166133482 0.367292724927595
97 1 7712 28.8401865753 532.3629785 0.31210565825909 28.4307534174 501.795442893 0.085051570086606 29.7359641872 538.38682807 0.382254117521627
98 1 7716 28.8084191256 531.953619268 0.307670174648399 NA NA NA 29.7174388191 538.140595995 0.379205297977283
99 1 7719 28.7994371699 531.837876692 0.306423623597654 NA NA NA 29.7087099189 538.024574808 0.377774154551418
100 1 7800 28.7827817759 531.623253253 0.304120905264546 28.4435340232 502.080894842 0.0863101209395857 29.5393014913 535.77286308 0.350682880216414
101 1 7861 28.4678129559 527.564526622 0.262699489703754 28.4397010892 501.995287124 0.0859312408466897 29.1600595343 530.732124701 0.294681584470516
102 1 7977 28.5651556928 528.818897003 0.275073316421012 NA NA NA 29.0170526663 528.831332359 0.275197887006548
103 1 8245 28.8326809228 532.266259746 0.311053936696962 28.4455744655 502.12646766 0.0865123192960151 29.0923813655 529.832572485 0.285350995348924
104 1 8327 28.803581249 531.891277801 0.306998342525105 28.4429913959 502.068775382 0.0862564080091861 29.0758116162 529.612333745 0.283096728375496
105 1 8339 28.8297071919 532.227939887 0.310637888971413 NA NA NA 29.0074670581 528.703924138 0.273923354531632
106 1 8354 28.6977994737 530.528160942 0.292548586005716 28.4252449729 501.672413026 0.0845133482058072 28.6024927948 523.321161832 0.223611898104157
107 1 8382 28.639139136 529.772256676 0.28473245268869 NA NA NA 28.4339310842 521.080704341 0.204659013333945
108 1 8387 28.5788070904 528.994810577 0.276839006294189 28.3998132406 501.104401017 0.0820611417459936 28.3891810907 520.485904621 0.199818405151495
109 1 8409 28.4752801927 527.660750346 0.263635289803258 NA NA NA 28.254783859 518.699548256 0.185754480528386
110 1 8594 28.4819594004 527.746819431 0.26447421524505 NA NA NA 28.0901118267 516.510790875 0.169474774963449
111 1 8619 28.6222658085 529.554824919 0.282510040485284 NA NA NA 28.115032809 516.842030996 0.171872129525361
112 1 8653 28.5636226137 528.799141558 0.274875494204845 28.3802480762 500.667417482 0.0802108944966804 27.8982086908 513.960088126 0.151791191281002
113 1 8704 28.5484714137 528.603901347 0.272925525357228 28.3803511114 500.66971875 0.0802205563085212 27.8144798685 512.847196791 0.144499145265799
114 1 8837 28.5758271641 528.956410883 0.276452938725345 28.4165351908 501.477882007 0.0836674866369282 27.8519944192 513.345825785 0.147734985058833
115 1 9140 28.7734163459 531.50256918 0.302831079631756 NA NA NA 28.0914553685 516.528648715 0.169603423074356
116 1 9182 28.7851533107 531.653813141 0.304448089394268 28.4250869981 501.668884695 0.0844979500586101 28.0824012616 516.408305006 0.168737781485057
117 1 9223 28.7564442036 531.283864084 0.30050281441125 28.4218705693 501.597046482 0.0841848898272109 28.0651745394 516.179334033 0.167099297939164
118 1 9317 28.7929613873 531.754428968 0.305526948608952 NA NA NA 28.0906429841 516.517850814 0.169525626718173
119 1 9341 28.7969021325 531.805209891 0.306072401928 NA NA NA 27.9918670809 515.204959461 0.160251037086881
120 1 9385 28.8247095842 532.163540105 0.309939507185174 28.4188719566 501.530073143 0.0838938054505937 27.9747477233 514.977415537 0.158680570365918
121 1 9479 28.7781688485 531.563810508 0.303485153605452 NA NA NA 27.90270712 514.019879518 0.152190164157709
122 1 9558 28.5353641505 528.434999555 0.271246047540782 28.4037399257 501.192102645 0.0824362714783331 27.623621257 510.31037746 0.128810853836557
123 1 9661 28.4959350377 527.926911199 0.266235345567145 28.3774829578 500.605659185 0.0799519273471568 27.6506016099 510.668989944 0.1309510927679
124 1 9664 28.506353633 528.061166488 0.267553310115362 28.3693298382 500.423561097 0.0791919706787269 27.6653992499 510.865674489 0.132135655513902
125 1 9677 28.4961287484 527.929407379 0.266259810646565 NA NA NA 27.6197749998 510.259254487 0.128507797243481
126 1 9681 28.3271439398 525.751848523 0.245483383896366 NA NA NA 27.4864862955 508.487632242 0.118318178689011
127 1 9698 28.3736991721 526.351764925 0.251094719022423 28.3803280752 500.66920424 0.0802183960785283 27.4307619058 507.746965065 0.114235780244243
128 1 9715 28.3475497846 526.014800728 0.247932436235696 28.3782677785 500.62318798 0.0800253663697859 27.4181962701 507.579947464 0.113329470039223
129 1 9919 28.0097594768 521.661993621 0.209466658558441 28.3760012394 500.572565338 0.0798134134484553 27.3467445228 506.630238292 0.108274603498058
130 1 9956 28.065742282 522.383394878 0.215539668339073 NA NA NA 27.3917871142 507.228927111 0.111441656990808
131 1 9995 27.8878085521 520.090519132 0.196644510754134 28.3657869847 500.344432263 0.0788634222883287 27.413531785 507.517948919 0.112994366695394
132 1 9998 27.7995727806 518.953502218 0.187710847689746 NA NA NA 27.3704023122 506.944688539 0.109929780232231
133 1 10021 27.6984863628 517.650890308 0.177825302583912 28.3366526003 499.693722354 0.0762000399537356 27.3182744484 506.251825002 0.106306833517681
134 1 10077 27.6396903015 516.893237091 0.172244830952669 NA NA NA 27.2937426319 505.925757522 0.104632242547493
135 1 10095 27.6071217934 516.473555324 0.169206748535978 NA NA NA 27.256180372 505.426494396 0.102105525816784
136 1 10285 27.4427290748 514.3551707 0.154441174467443 28.3491515544 499.972883678 0.0773342973656492 27.0163111284 502.238244574 0.0870097371242218
137 1 10354 27.220880942 511.496408602 0.135985922730412 28.322691705 499.381908907 0.0749478641888112 26.8996727771 500.687932425 0.0802970565006595
138 1 10373 26.9809405188 508.404507043 0.117854846891551 NA NA NA 26.7024522034 498.066552336 0.0698345746787865
139 1 10469 26.8494696294 506.710357126 0.108694596587416 28.2955997913 498.77681712 0.0725619622840082 26.4873898112 495.208025652 0.0596318891282611
140 1 10579 26.758630947 505.539798786 0.102674999475452 NA NA NA 26.3935839645 493.96119438 0.0555551081975882
141 1 10715 26.6892283047 504.645467872 0.0982426046431918 NA NA NA 26.5410058923 495.92067 0.0620620845148135
142 1 10940 26.6411616911 504.026075626 0.0952560727255338 28.3048028784 498.982365997 0.073365969149797 26.4430094301 494.618138678 0.0576756695500998
143 1 10947 26.690397033 504.660528247 0.0983160650582447 28.3121114916 499.145602225 0.0740092116731959 26.4844766025 495.169304401 0.0595019514029433
144 1 11109 26.6987888971 504.768666832 0.0988447174356731 28.3247304364 499.427443511 0.075129754747822 26.6655539872 497.576115423 0.0679968306795335
145 1 11144 26.5095248237 502.329786897 0.0874186820531547 28.343794374 499.853232261 0.0768466099484622 26.8206705191 499.637864765 0.0759745863151597
146 1 11146 26.6658949689 504.344791661 0.0967843864304677 28.3426075191 499.826724123 0.0767388768919306 26.866653074 500.249047217 0.0784687287245578
147 1 11267 26.8208209323 506.341186522 0.106769153567077 NA NA NA 26.9616011338 501.511060347 0.0838113068775193
148 1 11330 26.851380114 506.734975864 0.108823888396976 NA NA NA 26.9944080704 501.947117544 0.0857185954399565
149 1 11341 26.8759211853 507.051215103 0.110494645683758 28.3332416393 499.61753931 0.0758926721138065 27.0442723314 502.609894142 0.0886788254729368
150 1 11348 26.7860202309 505.892740439 0.104463754019249 28.2992007297 498.857243268 0.0728757591313883 26.7346883768 498.495023167 0.07147048667973
151 1 11415 26.7128452699 504.949798966 0.0997348668823977 28.291254969 498.679776495 0.0721846916506212 26.7347014525 498.495196965 0.0714711560292917
152 1 11417 26.7412795009 505.316205934 0.101553428105112 NA NA NA 26.7778905108 499.069249333 0.0737078146276719
153 1 11577 26.6321227368 503.909598559 0.0947019848311851 NA NA NA 26.636294719 497.187212474 0.0665656558487938
154 1 11638 26.6210878966 503.767402263 0.0940287628345339 28.2725091695 498.261093289 0.0705738083663091 26.6592009844 497.491673752 0.0676841290520665
155 1 11647 26.7118329139 504.936753623 0.0996705620855201 28.2833454759 498.503119749 0.0715016741866248 26.6873761993 497.866167882 0.0690792421667364
156 1 11701 26.7330798355 505.210544047 0.10102653867364 NA NA NA 26.6760655051 497.715830481 0.0685166087547697
157 1 11844 26.6948578061 504.718010314 0.0985968167158293 NA NA NA 26.6339975758 497.156679729 0.0664542650101047
158 1 11853 26.7972497854 506.037445847 0.105203663548735 28.2728298359 498.268255299 0.0706011350032481 26.6313564946 497.121575491 0.0663263702581582
159 1 11917 26.7851814559 505.881931882 0.104408640157383 NA NA NA 26.6407784881 497.24680901 0.0667834844593641
160 1 11919 26.7835583709 505.861016611 0.104302051362261 NA NA NA 26.637662209 497.205388624 0.0666320337451393
161 1 11959 26.7860850859 505.893576169 0.104468016369848 28.2611742382 498.007930152 0.0696129633082636 26.6675102173 497.602116882 0.0680933373702993
162 1 12009 26.7810752565 505.829018895 0.104139137477249 28.2441418119 497.627514751 0.0681877034158981 26.6684123758 497.614108027 0.0681378783202844
163 1 12242 26.7966868259 506.030191483 0.105166479844882 NA NA NA 26.723635602 498.348113931 0.0709063744955807
164 1 12243 26.7411455357 505.314479643 0.101544803756197 NA NA NA 26.7113080173 498.184260411 0.070281152591623
165 1 12262 26.6753929314 504.467183564 0.0973760341283265 NA NA NA 26.7199800522 498.299525767 0.0707205406021569
166 1 12274 26.5735826241 503.155243526 0.0911706433507184 28.238104527 497.492673355 0.0676878243945774 26.5345275633 495.834562541 0.0617645216158851
167 1 12507 26.4833179021 501.992081309 0.0859170766033868 28.2223117273 497.139944732 0.0663932714388468 26.512895264 495.547034331 0.0607787479627859
168 1 12636 26.415455808 501.117602087 0.0821175259716434 NA NA NA 26.442419047 494.610291532 0.0576499805709341
169 1 12694 26.3121239337 499.786054951 0.076573810626327 28.2295334277 497.301239782 0.0669829016263712 26.4434241585 494.623651089 0.0576937205972612
170 1 12771 26.2755898006 499.315271656 0.074682272143992 28.210415646 496.874248438 0.0654305490785443 26.4430700399 494.618944281 0.0576783073254546
171 1 12873 26.2494359046 498.978249363 0.0733498016482138 28.2102294913 496.870090715 0.0654155683418164 26.5345600274 495.834994042 0.0617660100569082
172 1 13318 26.1123307663 497.211495828 0.0666543479913344 28.218722347 497.059776732 0.0661016715166651 26.3979001681 494.0185637 0.0557378793257404
173 1 13545 26.106795923 497.140173162 0.0663941037056628 NA NA NA 26.3809388141 493.793119899 0.0550222831155514
174 1 13565 26.2310972799 498.741935608 0.0724261814604795 28.188849186 496.392566417 0.0637121809748901 26.3474516781 493.348021754 0.0536301353019347
175 1 13629 26.2524347418 499.016892745 0.073501673254507 28.1640143129 495.837885123 0.0617759833895302 26.3927603 493.950246548 0.0555202819852313
176 1 13642 26.3044293212 499.686901237 0.0761724816414572 28.2176169705 497.035088399 0.0660120662767389 26.4303340623 494.44966256 0.0571260497233953
177 1 13705 26.3534830054 500.319012994 0.0787580956399718 28.2540454669 497.848710653 0.0690137310701411 26.437830933 494.549308085 0.0574506381676339
178 1 13717 26.3745617093 500.590635744 0.0798890247480896 28.2661973391 498.120119979 0.0700375418887804 26.434731746 494.508114881 0.0573162839420482
179 1 13736 26.3988802372 500.90400726 0.0812087514078891 NA NA NA 26.5026781862 495.411232858 0.0603173392482865
180 1 13756 26.4007216661 500.927736137 0.0813093388918725 NA NA NA 26.5419452988 495.933156231 0.0621053235317587
181 1 13812 26.3956323347 500.862154392 0.0810315613300119 NA NA NA 26.5785083655 496.419138465 0.0638060747284322
182 1 13833 26.3905120134 500.796173308 0.0807528052297155 NA NA NA 26.5980765028 496.679230628 0.0647306657834231
183 1 13847 26.1440956432 497.620821905 0.0681628265191182 28.3042357076 498.969698363 0.073316227336188 26.5819596613 496.465011763 0.0639684170464232
184 1 14051 26.026457151 496.104917947 0.062702446046767 NA NA NA 26.5493322135 496.031340264 0.0624461255647051
185 1 14089 26.0781340394 496.770832633 0.0650586998006902 NA NA NA 26.5710799262 496.320402504 0.0634577139541604
186 1 14096 26.329660978 500.012039444 0.0774943930538902 28.3319861217 499.589497607 0.0757797688481181 26.6278449488 497.074901374 0.0661566111149727
187 1 14123 26.3454903248 500.216018337 0.0783324024995931 28.3538073014 500.076868738 0.077760003412637 26.6199885797 496.970477534 0.0657779982455476
188 1 14246 26.5033196788 502.249826644 0.0870613991069195 NA NA NA 26.6419759415 497.262725099 0.0668417495691082
189 1 14258 26.7278986546 505.143778718 0.100694640721074 NA NA NA 26.6788320254 497.752602006 0.0686539050856173
190 1 14424 26.7818533052 505.839044926 0.104190164273253 28.3560588562 500.127156705 0.0779665042612844 26.6573978084 497.46770663 0.0675955726733164
191 1 14562 26.8963692573 507.314711453 0.11190089256715 28.3775356221 500.60683543 0.0799568537946683 26.6948784346 497.965884712 0.0694543437246483
192 1 14602 26.9076110058 507.459573995 0.112679505097314 NA NA NA 26.7136551408 498.215457475 0.070399871698455
193 1 14705 26.9441143884 507.929961035 0.115234799721683 28.4291895264 501.760513739 0.0848985071764535 26.6676514332 497.60399387 0.0681003079671944
194 1 14739 26.9828696084 508.429365528 0.117993268319056 NA NA NA 26.6807242183 497.777752306 0.0687479297354927
195 1 14755 27.0127888921 508.814909066 0.120155152683832 NA NA NA 26.5680885459 496.280642227 0.0633178392251208
196 1 14774 27.0107822458 508.789051178 0.120009272499697 28.4611225553 502.47373074 0.088064590526614 26.557082031 496.134347859 0.0628051932660576
197 1 15075 27.1039011128 509.988992254 0.126914159017702 28.5641588178 504.775022435 0.0988758523987806 26.6068415638 496.79573245 0.0651480849377355
198 1 15321 27.0808778539 509.692311733 0.125181098497808 NA NA NA 26.5900938456 496.573128216 0.0643522704996069
199 1 15340 27.1739499985 510.891650741 0.132292671277007 NA NA NA 26.6876497629 497.869803984 0.0690928931225892
200 1 15372 27.257131734 511.963540729 0.138888510939507 28.5914420667 505.38438765 0.101894483916947 26.7892835374 499.220681064 0.0743064786856524
201 1 15519 27.2202481434 511.488254283 0.135935641518608 28.6280489945 506.20199513 0.106049667454893 26.7409136524 498.577767139 0.0717896927493352
202 1 15749 27.3465091583 513.115269121 0.146232493116125 NA NA NA 26.6678679824 497.606872159 0.0681109981551113
203 1 15787 27.4055168169 513.875649006 0.151229006794045 NA NA NA 26.6566778865 497.458137704 0.0675602407644319
204 1 15813 27.3397129239 513.027692015 0.145664613159639 NA NA NA 26.3421719338 493.277845422 0.0534131301756859
205 1 15894 27.2567479614 511.958595389 0.138857553781971 28.6288198609 506.219212257 0.106138471769055 26.3299084125 493.114843409 0.0529116807260421
206 1 15920 27.2190251525 511.472494673 0.135838502036227 NA NA NA 26.2976113964 492.68556388 0.0516083539218779
207 1 16165 26.9448691486 507.939686967 0.115288072005826 NA NA NA 26.2235899261 491.701698937 0.0487144230630107
208 1 16166 26.8599236785 506.845069279 0.10940343948614 NA NA NA 26.2486943995 492.035377953 0.0496815099416603
209 1 16262 26.8533897578 506.76087238 0.108960011261917 28.6668717502 507.069092625 0.11058964848777 26.1398290548 490.588381619 0.0455925457435639
210 1 16328 26.8158073527 506.276580924 0.106434764443779 28.7049526955 507.919621955 0.115178188523394 26.1580530117 490.830607452 0.0462582062464296
211 1 16385 26.749004526 505.415751551 0.102051651647019 NA NA NA 26.2281711647 491.762591001 0.0488898112136935
