vcf_ord pos chrom a_freq_old muttype unique for_relatedness a_freq_final keep_loci simID quasi_indep Hscan_v1.3_H12 pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p CHR rehh_2.0.2_ALL_iHS rehh_2.0.2_ALL_log10p Spearmans_ALL_rho selCoef originGen freq_old freq_final pa2 prop He tajD pi thetaW
87 3360 1 0.3965 MT=1 10951_3360_MT=1_87 FALSE 0.396464646464646 TRUE 10951 FALSE 1546.27 0.270197482046463 -0.281985495713421 -0.237247146220683 NA NA 1.40953987112081 0.152859343133813 0.129418680650583 0.010422743574302 0.478560861136619 0.150977934317552 0.152126858402805 0.0641234646673488 0.0847096157376762 1 -0.94033492516319 0.459613219213934 -0.0129895524308988 NA NA NA NA NA NA NA 2.7961320118369564 0.0047806022816358614 0.002079260668816195
89 3487 1 0.3695 MT=1 10951_3487_MT=1_89 FALSE 0.368686868686869 TRUE 10951 FALSE 1239.45 -0.101889729757901 -0.351023003081713 0.0831509639581601 NA NA 0.555377863666168 0.0426000160572708 0.233447112904295 0.0138082093693051 0.465513723089481 0.257817501499114 0.260220107960586 0.322861794467558 0.293605383672756 1 -0.933880489188048 0.455478609940541 0.0523450244766549 NA NA NA NA NA NA NA 3.260154384786786 0.005228894043263099 0.002079260668816195
90 3492 1 0.6305 MT=1 10951_3492_MT=1_90 FALSE 0.631313131313131 TRUE 10951 FALSE 1106.55 0.101889729757901 0.351023003081713 -0.0831509639581602 NA NA 0.592341016536374 0.0466349454415153 0.233447112904298 0.0138082093693051 0.465513723089481 0.257817501499114 0.260220107960586 0.322861794467558 0.293605383672756 1 1.62804956523353 0.984999329785656 -0.0523450244766549 NA NA NA NA NA NA NA 3.260154384786786 0.005228894043263099 0.002079260668816195
92 3517 1 0.2635 MT=1 10951_3517_MT=1_92 FALSE 0.264141414141414 TRUE 10951 FALSE 1149.86 -0.52426906273165 0.047680422309043 0.0482758924953594 NA NA 2.25014542351153 0.282213918703277 0.163506621718792 0.0127614271785007 0.388741454953576 0.258851798049642 0.261266966978215 0.208062046569648 0.244043246412458 1 -0.760296104111893 0.349617079305831 -0.0302084080741822 NA NA NA NA NA NA NA 3.260154384786786 0.005228894043263099 0.002079260668816195
93 3545 1 0.486 MT=1 10951_3545_MT=1_93 FALSE 0.486363636363636 TRUE 10951 FALSE 996.988 -0.236678413789937 0.337263630165422 0.374437141531646 NA NA 1.94231203388428 0.233240775346001 0.0608955118599101 0.0136484083596065 0.499628099173554 0.2912543707775 0.294065884219998 0.137967050467497 0.154074682792966 1 1.26273114722759 0.684689325477335 0.00124550350808512 NA NA NA NA NA NA NA 3.260154384786786 0.005228894043263099 0.002079260668816195
95 3567 1 0.487 MT=1 10951_3567_MT=1_95 TRUE 0.487373737373737 TRUE 10951 TRUE 1077.86 -0.240837894003849 0.33144017755868 0.398531458629081 0.0901583203265534 -0.558891938228541 2.03143955533373 0.247254921091447 0.0569232782474845 0.0137208569127213 0.499681154984185 0.294176677816035 0.29702417990008 0.141232800501172 0.159110880699921 1 1.28098456372549 0.698537905134682 0.00211224358661271 NA NA NA NA NA NA NA 3.260154384786786 0.005228894043263099 0.002079260668816195
96 3610 1 0.394 MT=1 10951_3610_MT=1_96 FALSE 0.391919191919192 TRUE 10951 TRUE 1232.98 0.0400019857072226 0.0720053522700884 0.0515140315489721 0.353545483397024 -0.846775030513353 0.0521706474265353 0.00135716851969818 0.109514602163677 0.0168058209292261 0.476637077849199 0.452639086749879 0.457478589474674 0.00417244332865887 0.0167837906669491 1 -1.49606606288831 0.870837378482463 0.0199740286701819 NA NA NA NA NA NA NA 3.253171815785164 0.005488690086053308 0.00220157011992303
98 3660 1 0.01 MT=1 10951_3660_MT=1_98 FALSE 0.0101010101010101 TRUE 10951 TRUE 1147.5 0 0 0 0 0 NA NA 0.0861259801824664 0.000968061913212286 0.0199979593918986 NA NA 0.13268831949214 0.146431912237151 NA NA NA 0.0309754669213883 NA NA NA NA NA NA NA 3.61093645389162 0.005001156427496637 0.001834641766602525
99 3682 1 0.044 MT=1 10951_3682_MT=1_99 FALSE 0.0444444444444444 TRUE 10951 TRUE 1171.68 0 0 0 0 0 NA NA 0.016763185650832 0.00550718043969696 0.0849382716049383 NA NA 0.132780492629536 0.145784178907768 NA NA NA -0.00136616681008542 NA NA NA NA NA NA NA 3.432408438332131 0.005120271085634676 0.00195695121770936
102 3743 1 0.459 MT=1 10951_3743_MT=1_102 TRUE 0.457575757575758 TRUE 10951 FALSE 1435.74 0.0209925726321505 -0.11285453191163 0.494451121078035 NA NA 1.15559549975597 0.117092658886994 0.0310736279879452 0.020006454873178 0.496400367309458 0.582592219317412 0.589100132924427 0.13348433828141 0.107110552369617 1 -1.17970945968315 0.623211804170877 0.0292973567531749 NA NA NA NA NA NA NA 3.577168447926151 0.005816067752766728 0.00220157011992303
106 3908 1 0.1585 MT=1 10951_3908_MT=1_106 FALSE 0.15959595959596 TRUE 10951 TRUE 1461.15 -0.286913924062446 -0.135699054503571 0.157494006161923 0.497424531488516 0.969602422477605 0.761469563675437 0.0661792586372372 0.213749575833506 0.0288058793870248 0.268250178553209 1.13693736943639 1.15065960835319 0.338771305230849 0.406185483163497 1 -0.418275923746451 0.170216908041562 -0.0406193334990776 NA NA NA NA NA NA NA 3.767549150229017 0.00571908784964047 0.002079260668816195
107 3938 1 0.2755 MT=1 10951_3938_MT=1_107 FALSE 0.274242424242424 TRUE 10951 TRUE 1567.77 0.313863683126808 0.320974404741678 0.743372578957367 -1.27133115610752 -0.0252250258374495 3.86538433315655 0.558506132294915 0.443567621810363 0.0216557762788236 0.398067033976125 0.685865604011831 0.693710297213776 0.921675186932132 0.980114039677168 1 0.584567801051691 0.252713787807687 0.0668360366857977 NA NA NA NA NA NA NA 3.767549150229017 0.00571908784964047 0.002079260668816195
108 3941 1 0.0535 MT=1 10951_3941_MT=1_108 FALSE 0.0535353535353535 TRUE 10951 TRUE 1474.49 0.203642261831591 0.181958864427389 0.673482423400761 -0.607642898708345 0.84502988849069 2.67683244770188 0.35244222703194 0.15587154145437 0.00695007652549121 0.101338638914396 0.0879257450238818 0.088408392360693 0.440794305468446 0.422640644554279 1 NA NA 0.0321647472630105 NA NA NA NA NA NA NA 3.767549150229017 0.00571908784964047 0.002079260668816195
111 4068 1 0.1525 MT=1 10951_4068_MT=1_111 FALSE 0.153535353535354 TRUE 10951 TRUE 1534.41 0.098986763685742 -0.0937047201291926 -0.734107684345214 -0.196517992780836 1.25324310938889 2.74057282740852 0.363134800239212 0.0262433393642262 0.00699108870090913 0.259924497500255 0.0708132334448769 0.071134356752855 0.087011895016609 0.152341346497695 1 NA NA -0.00774870861629316 NA NA NA NA NA NA NA 2.596046089408465 0.003872318595089508 0.0017123323154956901
114 4164 1 0.0635 MT=1 10951_4164_MT=1_114 FALSE 0.0636363636363636 TRUE 10951 FALSE 1424.33 0.245948799051978 -0.0199916955759247 -0.471561866276046 NA NA 1.48546193515074 0.163910346238175 0.224387485867341 0.0172951891203711 0.119173553719008 0.413335539646864 0.417675208101106 0.135532235625286 0.087415170953479 1 NA NA -0.0508677661217587 NA NA NA NA NA NA NA 2.3849433574910366 0.003926054396907445 0.001834641766602525
115 4202 1 0.2425 MT=1 10951_4202_MT=1_115 FALSE 0.243434343434343 TRUE 10951 FALSE 1595.13 0.377887420543346 0.257999186650372 0.649859844298755 NA NA 3.59427528221416 0.510408230544607 0.368151197558116 0.00429214319325899 0.368348127742067 0.0341675486661582 0.0341989405222794 0.81385492988096 0.834717195614787 1 -1.27865730616986 0.696765570127729 -0.00677814002635357 NA NA NA NA NA NA NA 2.858020044976735 0.004340906412659824 0.001834641766602525
116 4239 1 0.2065 MT=1 10951_4239_MT=1_116 FALSE 0.206565656565657 TRUE 10951 TRUE 1576.34 0.00422811485940072 0.00964483527371995 -0.185701859168227 0.0717101439274462 0.408480033328608 0.154765239908677 0.00676733675188461 0.052718908966812 0.00538902687248072 0.327792572186512 0.0415418603143963 0.0416226900778365 0.20245334865395 0.209521398276813 1 -1.10833749511178 0.572325529631573 0.00464660940911559 NA NA NA NA NA NA NA 3.108188376769235 0.004821468719672588 0.00195695121770936
120 4304 1 0.404 MT=1 10951_4304_MT=1_120 FALSE 0.405050505050505 TRUE 10951 TRUE 1892.24 0.502930009427371 0.220069944140481 0.0852756849266293 -0.346589506963906 2.39841470173277 2.0278904651627 0.246694180566687 0.0808524147224424 0.0203971934534185 0.481969186817672 0.590299239289775 0.596906655613949 0.344190815033737 0.412535893988769 1 -0.108978716152575 0.0394248845363499 -0.0541068616550308 NA NA NA NA NA NA NA 2.8402388576497324 0.004325313673469308 0.001834641766602525
122 4507 1 0.026 MT=1 10951_4507_MT=1_122 FALSE 0.0257575757575758 TRUE 10951 FALSE 1762.94 0 0 0 NA NA NA NA 0.871482987754487 0.0268441379115506 0.0501882460973371 NA NA 1.14774394370096 1.17004786441494 NA NA NA -0.0751911227995055 NA NA NA NA NA NA NA 2.9005908759990784 0.004125708765333921 0.0017123323154956901
124 4543 1 0.3015 MT=1 10951_4543_MT=1_124 FALSE 0.301515151515152 TRUE 10951 FALSE 1844.12 -0.11063185794222 -0.173763443679466 -0.368701265720542 NA NA 0.886529349981126 0.0816145523109004 0.196476782181856 0.0247875940917484 0.421207529843893 0.809260193212321 0.81870898336622 0.477070367348929 0.510841697444162 1 -0.102463112407363 0.0369732837646057 -0.0251285525482853 NA NA NA NA NA NA NA 2.9005908759990784 0.004125708765333921 0.0017123323154956901
