pos	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
3942	-11.72690155	-11.76169219	37.72015352	-12.04542222	-12.06984554	36.14002526
3943	-12.97466697	-12.98819235	37.44396855	-12.51435745	-12.50313632	36.75349483
4186	-9.70203908	-9.68270983	36.13892225	-10.25837364	-10.23487139	35.61485466
4230	-13.59768022	-13.61401605	36.49125488	-13.41899534	-13.43299875	35.65598786
4276	-10.55918793	-10.58524285	38.59722986	-9.33326750	-9.37120191	38.15135882
4322	-10.39389912	-10.40186722	36.20890991	-9.48225586	-9.48559046	35.67616656
4325	-10.69668545	-10.71079550	34.54963300	-10.64671385	-10.65993565	35.70476115
4362	-10.76156968	-10.76250271	40.46538679	-11.11265996	-11.12741160	38.57759188
4453	-14.10599320	-14.09963616	32.58560461	-14.10815244	-14.11036015	33.31284376
4624	-6.98048896	-6.95034893	39.52477792	-5.03618279	-4.91657783	39.23058966
4626	-11.55634893	-11.57159786	42.52093388	-9.24052124	-9.27916093	41.85263634
4633	-8.79515342	-8.82944344	42.62774282	-11.19703334	-11.20430652	41.38946181
4643	-10.60217229	-10.60329773	42.05501389	-11.33900854	-11.34348393	42.20467245
4647	-4.45375482	-4.24550023	44.70227991	-4.78629617	-4.71410772	44.48386181
4673	-13.42832565	-13.44971826	41.30788798	-14.74246553	-14.77604282	40.41288830
4699	-3.72913989	-3.63922661	45.93923284	-5.58530909	-5.53152357	45.76323061
4781	-10.23686557	-10.24858095	34.90811497	-7.75201096	-7.75011849	35.38942041
4846	-11.47165811	-11.47364403	46.53493735	-11.50243316	-11.51618858	45.78784004
4957	-11.31863333	-11.32222250	35.27001043	-10.87992316	-10.87990111	35.80251864
4973	-16.39698974	-16.39820475	36.38516626	-15.60283211	-15.61095658	38.45903187
5199	-12.07080229	-12.09310526	37.42831367	-12.10908416	-12.12831101	35.60682759
5256	-15.04813043	-15.05041129	37.46282872	-14.11409119	-14.11823764	38.14137300
5300	-13.10884597	-13.12180289	36.32260927	-13.77333338	-13.77842480	35.07632811
5429	-11.88509921	-11.89295468	39.49980013	-11.46737829	-11.47210768	38.40975304
5478	-13.57592616	-13.55320291	39.53645176	-13.13221355	-13.10744898	40.70857715
5545	-14.07548819	-14.06240114	40.05831834	-13.31870715	-13.33485997	39.09034110
5567	-14.95336984	-14.96501528	32.86614595	-14.53374446	-14.54912874	33.23078495
5672	-13.26773723	-13.27108707	40.87372836	-13.55427917	-13.56004800	41.46527290
5672	-15.28859325	-15.28960870	38.38206566	-14.93932221	-14.93494629	36.40283572
5700	-15.38837858	-15.39204773	36.55142122	-15.60675844	-15.61970810	35.89097430
5706	-4.12250237	-4.19363133	38.18831122	-12.83223854	-12.78567989	38.17578553
5741	-13.28460248	-13.30941096	38.16182111	-12.64488511	-12.67981542	38.24251119
6156	-7.98568329	-7.89618210	43.22370832	-7.24553497	-7.16442563	42.29081536
6173	-16.28002021	-16.27378533	41.97838949	-17.37754760	-17.37789302	41.12983421
6176	-15.91529484	-15.96504236	37.39496862	-14.76186788	-14.81133772	37.46545862
6191	-12.09503974	-12.10319822	44.82803161	-11.69032135	-11.70096806	45.30402700
6198	-18.12789252	-18.13801076	35.04765169	-16.92033687	-16.93128824	34.88896653
6316	-10.77488435	-10.79164909	42.12331130	-10.60771195	-10.61127944	42.36628575
6334	-11.22582845	-11.23448901	42.46943988	-11.09649692	-11.09623247	42.68505231
6379	-16.78342725	-16.78565306	39.84178043	-16.27151600	-16.29017247	39.47249768
6576	-10.88182178	-10.89237626	42.75808593	-10.63163319	-10.66667205	43.60840438
6636	-17.59584527	-17.60169728	35.89777344	-15.63832380	-15.60356503	36.23473813
6654	-12.34390873	-12.36263288	34.43132017	-11.98868253	-11.99388327	34.34460008
6818	-17.33664282	-17.34386031	40.03397050	-15.78992027	-15.80774009	40.45180098
6834	-8.92147373	-8.96490775	42.10276707	-6.08238039	-6.16250328	41.24892128
6893	-11.41691389	-11.42014358	40.17665164	-11.52877879	-11.54624321	40.20322272
7041	-10.91428784	-10.90621714	39.29288941	-10.83277587	-10.82908624	39.25954178
7090	-9.69937799	-9.69623417	35.13816073	-10.03334129	-10.02599843	33.95716711
7119	-10.27772918	-10.29166696	35.78031899	-8.92007049	-8.94683767	36.51747607
7130	-16.64787083	-16.61144784	39.10884625	-16.97329804	-16.93927620	40.06779467
7202	-12.74840005	-12.80604407	37.13505793	-12.52370751	-12.53846827	36.84661065
7249	-8.41159560	-8.38874397	35.83387922	-8.50544293	-8.49449591	36.89101058
7309	-15.09358711	-15.09725657	35.08589061	-15.73587102	-15.74589162	34.35674488
7327	-10.49318292	-10.50844143	42.67055631	-9.71837386	-9.72375148	43.47013727
7526	-11.30263289	-11.31662973	38.34826724	-10.72374302	-10.75510155	37.27024355
7591	-16.06835434	-16.06301032	37.59847502	-15.53921162	-15.55153422	36.77411267
7861	-3.42215740	-3.59221997	40.71951384	-8.15832110	-8.19036343	40.05452361
7890	-5.72236738	-5.70092386	40.68450834	-6.24262331	-6.29978504	41.21114031
7977	-11.66665047	-11.67170094	40.13090793	-11.44077760	-11.44421024	39.43539943
7999	-6.99887117	-7.02378685	36.18849470	-6.88474007	-6.91883560	35.13279008
8004	-5.93972245	-5.95544371	33.94575754	-7.66259162	-7.68376610	35.42845092
8011	-8.22068053	-8.27151367	36.05354822	-6.41457592	-6.43298719	36.07321808
8071	-8.31451218	-8.38680955	35.19853375	-7.29056004	-7.32058646	35.01454446
8086	-9.15957979	-9.18360758	35.10065639	-9.57108350	-9.59456562	33.34086950
8190	-16.14421504	-16.13176108	36.76349293	-16.99852861	-17.00539025	36.53833772
8225	-8.47038655	-8.46375507	39.78788345	-3.24679414	-3.04354716	40.95240629
8305	-14.98242673	-14.96705103	36.65437686	-15.78421191	-15.78165777	36.98536465
8305	-17.32698029	-17.32585389	36.05621431	-17.56017538	-17.56996671	36.16305418
8306	-17.36086045	-17.35652089	40.14265934	-16.20112538	-16.18770045	39.56231156
8316	-13.88184552	-13.88262769	37.46642652	-13.82232645	-13.83065915	37.39211325
8473	-16.78015171	-16.77227019	37.13796351	-16.74618182	-16.75352303	36.47163361
8651	-14.85638228	-14.83215606	36.87855932	-15.37821324	-15.37458980	37.05069425
8673	-12.84739969	-12.88329237	31.66403829	-13.21543835	-13.23874231	31.60961686
8839	-16.37491822	-16.38742784	35.56875939	-17.48829886	-17.49223111	36.44393846
8890	-14.03963776	-14.03258150	36.07890592	-14.20082112	-14.22997600	37.20994718
9041	-15.17474956	-15.16742247	39.23731346	-16.17064080	-16.17845007	39.15530246
9047	-16.08289125	-16.08440554	38.98024452	-16.56792413	-16.56966967	38.91541649
9112	-1.20668685	-1.17261501	41.07493382	-0.99448558	-1.03129850	42.73082782
9112	-16.56095946	-16.54914778	38.29569026	-15.76289445	-15.74067315	38.27536028
9152	-14.57494306	-14.59048172	45.15217963	-14.17721644	-14.19767687	44.58041823
9336	-15.35615559	-15.33264435	38.02591277	-15.27444920	-15.26586853	37.32314589
9351	-2.97817340	-3.06496205	36.38264776	-4.17006123	-4.23222873	37.28004429
9404	-15.54961090	-15.54841987	40.59346088	-15.75051328	-15.74889593	40.01765984
9444	-15.94135393	-15.96250654	33.69672553	-16.09582090	-16.10158740	33.26514212
9586	-12.37674177	-12.38529107	37.93426870	-12.37526710	-12.37932779	37.80649192
9606	-8.51886063	-8.46812857	37.93021681	-6.41582265	-6.34056883	37.54608615
9611	-12.05582629	-12.06303215	37.91650521	-12.03007672	-12.04211456	37.28011123
9850	-15.15886785	-15.18096368	39.08619252	-14.46517911	-14.48221251	39.64793584
9899	-15.18899441	-15.20497038	39.12080050	-13.98973436	-14.00493968	38.31896672
9934	-14.05286535	-14.06360880	37.83829332	-14.23391751	-14.24171344	36.73645064
9979	-14.34907859	-14.33287105	37.92958951	-14.59352912	-14.59484577	38.47160853
10012	-14.83118351	-14.85792224	39.13400346	-14.32663833	-14.35407678	40.25542058
10093	-11.06644353	-11.06585612	38.15888911	-10.75824803	-10.76602506	39.19154232
10099	-11.42661239	-11.42715854	39.00152725	-10.70952003	-10.71405633	38.60799026
10169	-11.29973798	-11.28487034	43.67052430	-13.35229303	-13.35972301	45.79166480
10171	-16.42271650	-16.42210766	38.64496453	-17.09034733	-17.06901054	39.57201697
10242	-14.94766413	-14.96177124	37.26539297	-14.94591584	-14.94788697	37.48383012
10246	-10.99957629	-10.97948031	33.81511514	-11.38131559	-11.36538941	34.29213541
10384	-10.06574829	-10.08445882	34.01659175	-8.32097366	-8.35404783	33.31153322
10414	-4.42074289	-4.47552910	38.30158590	-1.54221835	-1.55688796	38.60262848
10445	-5.14317523	-5.24839397	36.15284404	-5.13522975	-5.21595784	37.39325608
10515	-9.43908169	-9.36982287	36.64798188	-8.79232811	-8.73480874	37.60990321
10558	-12.87248143	-12.87774442	34.30267627	-12.20101438	-12.21795300	33.51625458
10580	-14.31905937	-14.32011101	36.63387971	-13.75346739	-13.76617594	37.72416582
10610	-8.42511805	-8.41699524	45.77223264	-6.16883578	-6.16023318	47.02648759
10662	-11.50037461	-11.50814757	39.05704492	-10.01005143	-9.98859760	37.85353551
10688	-12.96135895	-12.97807290	39.48688579	-13.08068215	-13.10335598	38.86938747
10789	-14.97013787	-14.97978796	39.93624101	-14.01448498	-13.99992290	41.69791002
10820	-18.32235447	-18.32830403	37.23635214	-16.30124027	-16.30817910	38.92032200
10846	-9.59388607	-9.64312987	44.54824583	-9.32048771	-9.37330227	43.22002032
10846	-9.49674934	-9.50520551	34.80611564	-10.40529421	-10.41610739	34.13412025
10883	-11.99656487	-12.03710363	38.31542770	-13.07726722	-13.06997536	37.35944848
10888	-16.84140455	-16.82280891	40.30982750	-16.56151800	-16.53837048	42.28805893
10911	-11.55676544	-11.56984856	38.69043220	-11.43614035	-11.44097233	39.25297273
10981	-6.76394448	-6.80902182	39.78791326	-7.85131710	-7.87835516	39.52867691
11081	-11.28793509	-11.28603384	38.13568032	-11.50626362	-11.50886522	38.14588063
11210	-11.00192770	-11.02359122	40.99009364	-11.32845594	-11.33521734	40.91698831
11220	-15.47729338	-15.48206708	38.70089113	-15.22529633	-15.24837335	38.02022565
11224	-10.99931456	-10.98902992	36.92929608	-10.79566155	-10.78889854	36.93845843
11248	-10.91764794	-10.92957577	43.23375649	-11.08388678	-11.08091745	41.52562950
11251	-14.32741853	-14.31364146	32.88793268	-13.92341171	-13.90494980	34.74893169
11447	-11.00902793	-10.99495476	38.00720106	-11.00931160	-11.01073555	37.48847961
11510	-11.01721007	-11.03142116	36.92969255	-10.70183315	-10.70897134	35.91062382
11520	-12.60377477	-12.59799266	38.96178337	-10.58381747	-10.53643968	39.01446156
11549	-13.66795928	-13.67504975	34.36545894	-13.31528256	-13.38263121	34.74588111
11691	-16.45744885	-16.49319933	39.29244092	-16.98264336	-17.00470475	39.65162641
11733	-15.73092178	-15.76484135	36.23759011	-16.55421740	-16.55999479	35.80870924
11742	-17.21485545	-17.22321116	38.57544471	-17.53274984	-17.54800578	37.94541378
11829	-10.33417130	-10.39339385	32.36051663	-9.79048931	-9.78076592	32.10585085
11884	-14.46134547	-14.46681755	42.50014398	-14.76077724	-14.76335482	42.12650732
11891	-11.37634047	-11.37119134	37.66426399	-11.22856013	-11.21409542	36.64314886
11977	-10.76106459	-10.77007183	36.49436896	-11.80836114	-11.81503474	35.72828699
12001	-12.68475084	-12.70658795	32.45886854	-13.06931310	-13.08016238	31.93854549
12114	-12.17721974	-12.18609287	36.11404970	-11.98445341	-12.00040254	35.59564019
12164	-13.23198448	-13.21273478	34.53411542	-13.28324256	-13.28552830	33.55547616
12471	-13.98098467	-13.97585562	33.21626710	-14.04766666	-14.04806964	33.07145403
12516	-13.74528314	-13.74706524	33.65034432	-13.14298467	-13.14951073	33.88183279
12536	-4.27539076	-4.36131037	38.99503795	-6.70295651	-6.72386794	38.31576585
12558	-9.86681466	-9.88562889	40.55861482	-10.09992534	-10.12508185	38.98190912
12564	-13.46487688	-13.47351295	33.20882055	-11.63770240	-11.61048547	34.21223375
12751	-16.54958147	-16.56016071	41.62453724	-17.23172206	-17.24369666	40.83424575
12759	-16.33342491	-16.35036691	38.57372660	-16.33592739	-16.33801681	37.93234554
12798	-14.21867759	-14.19355825	38.01515691	-12.60750351	-12.57461366	36.88797845
13233	-16.83192806	-16.83538252	37.14699595	-16.28496693	-16.26983249	38.03250608
13310	-7.30709599	-7.32552957	40.73228369	-8.14410631	-8.15033600	40.22345921
13330	-14.31735320	-14.31898730	35.70840338	-14.67150353	-14.68292396	35.77257689
13339	-16.14043153	-16.15021916	34.49591453	-15.81655849	-15.82575251	34.30057085
13388	-11.87909145	-11.87403227	36.34577529	-12.42442091	-12.41779801	33.94621628
13570	-11.34298645	-11.34726976	37.13616975	-10.88015047	-10.88193997	35.80090785
13779	-13.88896983	-13.89997554	42.73158920	-12.70939625	-12.70343434	42.09176202
13874	-12.82002946	-12.81077507	36.37082096	-10.56114886	-10.48539636	36.14839167
14010	-13.22852454	-13.24805334	39.18473953	-13.15232627	-13.15997641	39.06325164
14041	-15.75016002	-15.74800675	36.51585815	-16.40806324	-16.40608482	36.15061234
14149	-4.19852535	-4.08933231	40.10908230	-3.77626410	-3.63376290	40.79409506
14180	-15.74140665	-15.75769791	39.40930147	-15.57035109	-15.58556675	39.28577377
14198	-5.28863313	-5.30890066	47.88824238	-7.38762034	-7.41492536	47.69639668
14297	-16.34991077	-16.35599724	39.25476544	-16.18357327	-16.17656194	38.55087141
14348	-16.39959800	-16.38954672	37.10787655	-16.12154787	-16.11101466	40.00965363
14354	-15.62577154	-15.63271035	40.32975668	-3.12255411	-3.21385179	39.98507044
14359	-5.67344797	-5.77344329	39.52228270	-5.55465594	-5.65060608	38.25583353
14463	-16.68441692	-16.69540580	39.21369399	-17.39930194	-17.38982591	38.33516176
14483	-13.76213601	-13.76662780	34.92482831	-13.58724096	-13.59521010	34.46733636
14527	-8.90643786	-8.94972073	34.29394796	-9.92394759	-9.93350452	34.65963820
14732	-14.75043151	-14.75767032	38.04782814	-14.25597148	-14.25744942	39.10138573
14749	-12.65978569	-12.65701840	36.83362713	-12.58566965	-12.58622572	33.96001062
14952	-11.18882751	-11.23421164	39.68960744	-9.73558470	-9.80232189	39.56830655
14982	-6.62060173	-6.68317913	34.83334266	-6.38196765	-6.48787076	34.17106996
15135	-13.89444287	-13.92016779	34.50437384	-13.84636213	-13.85415198	33.43004442
15180	-14.08066848	-14.08515936	40.60118223	-14.23481815	-14.24533714	39.85258160
15221	-11.49560398	-11.52237852	38.59329850	-11.01764653	-11.04359530	37.92348451
15281	-8.69354778	-8.65975349	35.73388297	-12.11111837	-12.11374907	34.73810010
15450	-13.18662554	-13.19267960	36.01426654	-12.91715651	-12.93596414	34.87104005
15476	-8.78968787	-8.81691775	41.44363874	-9.01859042	-9.03438458	41.61163415
15596	-16.86687054	-16.86601559	35.87597897	-16.43411366	-16.45534497	36.67376493
15630	-10.49614732	-10.50036155	35.23999964	-9.34509774	-9.37086804	34.77372585
15638	-13.70093648	-13.72991490	35.24182219	-13.75696785	-13.77867074	34.73576637
15669	-10.42298014	-10.42880826	40.40768755	-11.31894405	-11.32275673	39.97805596
15677	-11.74938890	-11.78351073	40.46419619	-12.52141306	-12.53521725	37.63094954
15813	-13.33750258	-13.29880504	35.69574347	-12.26772808	-12.23651328	34.96380120
15848	-12.42898437	-12.45628370	37.54699753	-11.04653744	-11.05610864	36.69689325
15877	-13.83404486	-13.82462641	39.77803328	-14.17761536	-14.17750524	39.78681205
15960	-12.75506633	-12.75833896	34.71762187	-12.09485895	-12.09871989	34.58588816
15965	-9.55916226	-9.57267578	36.95963860	-9.69065573	-9.74400068	36.08966351
16163	-17.64101290	-17.64280426	37.61057750	-16.66028199	-16.65961892	37.52194151
16176	-16.71075322	-16.71623636	35.04650891	-16.58879152	-16.59168666	35.27113720
16179	-16.31943983	-16.32354871	40.08376640	-16.76246808	-16.75162963	40.17731117
16182	-15.06736594	-15.00817470	35.60030458	-16.02901925	-16.03528748	36.65762392
16187	-17.01553756	-17.01804141	36.36656984	-15.53171897	-15.51837119	36.38768580
16436	-11.18309010	-11.17129876	37.96045326	-10.65958819	-10.65593599	38.01541606
16473	-10.51098795	-10.49739003	38.77852203	-10.98916287	-10.98415099	38.65436652
16589	-10.93506584	-10.93137987	42.86530941	-11.26356221	-11.26681512	41.78013758
16630	-13.67272523	-13.68162175	33.44011707	-14.04245865	-14.04643168	33.38356628
16644	-11.43234797	-11.44142852	43.22294233	-11.48034988	-11.48398479	41.68511147
16678	-10.52592969	-10.52007206	44.05673983	-11.21812317	-11.22259669	43.57333573
16705	-15.36253461	-15.38005918	37.18125740	-16.38884479	-16.39171001	36.08113024
16745	-13.80658651	-13.80705827	33.77782291	-13.68754187	-13.70006023	33.35566046
16796	-13.93490913	-13.94077177	33.33137516	-13.35564664	-13.36027670	33.80691094
16798	-10.80481925	-10.79211686	33.47473598	-10.22314252	-10.20810416	32.86044260
16985	-9.86436148	-9.82540858	35.77696244	-9.69292002	-9.62788949	35.40382341
17026	-16.77421461	-16.78492819	41.39764101	-16.99666499	-16.99444292	39.96390926
17028	-15.91650790	-15.89925668	35.51212074	-15.25660278	-15.24907668	34.55526327
17274	-11.47513318	-11.43089134	48.40458227	-9.77298166	-9.68769135	47.41920413
17329	-14.37506011	-14.38753395	31.09076483	-14.75809013	-14.75751344	32.05920881
17342	-14.81488723	-14.82001959	32.37610837	-14.93323535	-14.92926080	33.26004024
17368	-11.64510258	-11.64631069	41.26011137	-11.43960632	-11.43077394	41.62686944
17419	-11.42219380	-11.41580776	41.16508422	-11.30717666	-11.29878778	40.45045947
17482	-17.43263639	-17.42557754	36.76807682	-17.80973393	-17.81009462	36.39872630
17584	-12.90013180	-12.91273821	37.21395677	-13.92514211	-13.93321660	37.15366685
17670	-8.59805777	-8.64376962	36.55349171	-9.16524314	-9.18142668	36.05183491
17735	-10.08526403	-10.11771720	33.00057682	-9.93932278	-9.98090058	33.07210616
17901	-13.08131280	-13.08795445	34.79982232	-12.74866580	-12.75310283	34.60976195
17912	-10.27234982	-10.39139215	42.10763218	-9.30165069	-9.46414421	44.08808469
18007	-18.00756390	-17.99544994	36.88239378	-18.05975776	-18.06535421	37.47938271
18037	-9.97337667	-9.91241953	45.49395772	-9.06648962	-8.99173267	46.60092582
18061	-11.96458432	-12.01095661	41.21850153	-10.96009679	-10.98911773	41.96611016
18263	-13.00297495	-13.00267196	42.64332270	-13.46478035	-13.45089047	41.30667721
18445	-8.20542409	-8.14697432	37.62238731	-7.50952840	-7.46247028	37.42760416
18473	-11.25929973	-11.15932755	37.59653471	-13.25750829	-13.18081305	36.71354598
18610	-12.37963948	-12.37551924	37.10756307	-12.05847310	-12.04541491	35.82710801
18753	-14.34278071	-14.30075171	36.81744724	-14.10255452	-14.06634558	35.64835085
18761	-12.80675328	-12.80340473	38.23534036	-14.19062596	-14.20498552	39.12485672
18998	-11.25838904	-11.28753184	38.57388977	-11.77363187	-11.80053907	38.34698938
19013	-10.78113106	-10.77745909	34.81276633	-10.66568837	-10.65588745	34.38832822
19016	-11.30549810	-11.30068923	33.28053535	-10.72311707	-10.72309278	32.12813825
19094	-6.71030161	-6.71095568	41.68153377	-7.86268187	-7.87579939	40.78525013
19145	-15.43862520	-15.43495560	37.60600697	-15.71961857	-15.71974713	36.94764107
19191	-11.05972288	-11.06598076	37.66985790	-10.83167400	-10.85404404	36.28752758
19266	-11.05587407	-11.07552386	36.11000717	-10.81992845	-10.83995359	34.88599204
19301	-16.28434854	-16.32152590	39.11698740	-16.74405863	-16.77590837	38.38706686
19329	-6.16645419	-6.09223303	40.61612137	-5.00995747	-4.93607257	38.97599001
19333	-11.03080065	-11.00364131	37.89564288	-9.66303061	-9.67053821	37.23594572
19574	-11.87556189	-11.88629672	39.44903910	-11.49226063	-11.49696752	39.40676958
19642	-14.74051655	-14.75571670	35.20709257	-14.95229525	-14.96162835	32.84178030
19703	-11.54389284	-11.57018413	35.48232105	-11.29026617	-11.32781041	35.50037388
19988	-15.28549728	-15.33462566	36.22531172	-15.69125782	-15.72828525	37.18454479
19999	-11.80604345	-11.80740160	39.45027425	-11.22239650	-11.22437592	39.25726959
20469	-15.47318969	-15.47430845	38.38397136	-15.27250765	-15.27395781	38.06131986
20554	-10.39852302	-10.41027121	37.92615961	-10.39273166	-10.39484705	37.64412392
20556	-7.51934911	-7.53056051	38.55509809	-6.38956918	-6.38411927	37.07624243
20691	-11.67368292	-11.66963400	39.60978498	-12.84377190	-12.84995184	36.98747590
20727	-10.42456355	-10.45983372	45.67352220	-9.92990141	-9.96624409	45.60466853
20741	-13.48076941	-13.47010737	37.68215239	-13.61718903	-13.60872039	37.81170177
20863	-12.20344376	-12.21096942	45.99410670	-10.24617250	-10.23163394	45.46240258
20884	-11.16095153	-11.15817760	39.19233016	-11.18233006	-11.18794927	39.41722782
20916	-11.86605983	-11.87783341	44.25848806	-11.12779373	-11.13194249	43.30235550
20935	-9.14248765	-9.14268195	41.09197320	-7.14029084	-7.13153967	40.18436440
21019	-13.54808742	-13.55462233	38.00079458	-13.13354812	-13.14187649	37.48087615
21082	-12.62149005	-12.60479443	34.08846248	-11.64307344	-11.61657584	33.15464877
21155	-10.79636204	-10.76755311	34.30823009	-11.24162521	-11.21399551	34.68852630
21172	-11.16900481	-11.15113574	34.59371210	-11.60867164	-11.57131146	34.66752321
21180	-12.12838522	-12.10071033	35.70131955	-12.21410608	-12.18190881	34.59310733
21231	-11.60748750	-11.54936760	37.39986517	-13.11888314	-13.08193235	37.21584319
21250	-10.22648210	-10.24568114	40.57417948	-10.27608685	-10.26436456	39.96455649
21322	-11.35510192	-11.41326193	37.26234771	-13.27356652	-13.29131677	37.77919185
21419	-13.08177138	-13.08441007	39.72805180	-12.68902368	-12.69319825	38.65459711
21425	-12.94810950	-12.96209500	32.86477049	-13.96201626	-13.96949518	33.09034283
21465	-12.08490151	-12.10816738	34.21697616	-12.72130640	-12.74368019	34.80282614
21518	-10.64304190	-10.69079460	36.68864437	-10.77871130	-10.83612638	36.73560592
21608	-5.66280256	-5.61021762	45.60045744	-3.42569348	-3.41675743	44.12510825
21639	-9.63184620	-9.60084708	42.47997559	-10.15317689	-10.13027447	43.06342654
21749	-10.48321120	-10.47205149	43.76195068	-9.67783574	-9.67271933	43.86232260
21768	-13.34325406	-13.35873293	35.22297398	-13.34044369	-13.34676554	35.99301700
21773	-16.70937971	-16.71685252	36.79493306	-17.38038719	-17.38665568	37.76201476
22198	-12.29254447	-12.31060554	37.74093479	-12.04673584	-12.05489371	37.71067607
22434	-17.67310448	-17.68008435	39.49661840	-16.38528903	-16.38672974	39.58846598
22490	-5.68535714	-5.60607418	37.91988527	-7.20263269	-7.12117018	38.44772633
22576	-9.02046984	-9.03514697	35.27296877	-6.68960409	-6.71959020	33.65747335
22624	-15.86413972	-15.88165084	36.19101340	-15.62008544	-15.63540705	36.95723154
