pos	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
1976	-10.35610346	-10.35596341	39.78185319	-9.08476925	-9.11113395	40.03503919
2211	-10.44850660	-10.44565674	29.66425028	-9.90655008	-9.90354018	29.42208929
2268	-15.53155193	-15.52974967	34.20683960	-15.52083950	-15.51861660	34.68248068
2310	-12.22545405	-12.21794456	36.34413647	-11.21373465	-11.22333707	35.16598107
2470	-8.92288073	-8.93006980	40.17936552	-8.54023288	-8.53828718	39.60033763
2649	-11.29871963	-11.30814858	39.61537602	-11.87139830	-11.87478961	38.69917216
2659	-13.43817437	-13.42600833	43.47838582	-12.91013548	-12.88747838	41.71009423
2703	-10.82433690	-10.84914080	36.11806328	-11.85491341	-11.86322768	37.43515155
2705	-12.23573039	-12.24664698	40.11776643	-12.13105036	-12.13855221	39.10473033
2750	-14.74654037	-14.73585359	31.59128701	-15.83221671	-15.83322288	31.92083046
2814	-6.99543091	-7.01884176	39.38308765	-4.12030038	-4.13401178	39.11308990
2897	-11.19109334	-11.21276212	37.31714278	-13.57440560	-13.57918997	36.90434788
2902	-12.56064036	-12.57277864	33.62110282	-12.66419970	-12.67489579	33.80136097
2904	-13.77445350	-13.77536317	32.71084962	-13.89826216	-13.91179234	33.63460300
3223	-11.32309547	-11.32808560	34.07546330	-9.92738670	-9.92985931	34.47607837
3336	-13.76888841	-13.76507558	39.03258096	-14.48236555	-14.48511594	37.70359447
3359	-14.38645081	-14.37179602	37.52416708	-14.84448874	-14.85014394	37.32664405
3409	-11.92716813	-11.93713595	40.21657034	-11.07004015	-11.09036181	40.23692612
3517	-12.60823460	-12.60372238	38.58563877	-12.62575573	-12.61949334	36.91764677
3753	-11.01104511	-11.01759950	40.30428776	-11.56545831	-11.55451041	40.99323668
3783	-17.49398198	-17.49474458	41.84460821	-16.09368248	-16.10458904	42.56474493
3898	-10.00970056	-9.96789509	43.01717245	-11.04295850	-11.02409033	43.19401543
3990	-9.77687697	-9.72650226	40.92442481	-11.10316430	-11.06296876	40.82848682
4042	-14.93147571	-14.93611446	37.33148592	-14.39472853	-14.39037580	36.27177008
4185	-13.65666157	-13.66491605	38.08220250	-12.25499120	-12.27364729	37.71172651
4194	-12.31689950	-12.31790541	38.04300828	-14.06692843	-14.07229143	38.05231414
4252	-0.97205750	-0.95297591	42.59512683	-0.67235198	-0.65343431	41.66210634
4262	-13.72166984	-13.73526178	40.91107013	-14.21801167	-14.22483021	41.66191181
4403	-12.95169238	-12.95872317	36.90988883	-12.64441821	-12.64839409	36.99223084
4476	-15.82958986	-15.83310382	36.23228344	-15.01149394	-15.01151344	35.96165965
4496	-16.76164213	-16.75926519	38.85018967	-15.82598201	-15.83634886	37.58025703
4709	-6.76495720	-6.73830755	39.01086830	-6.97548582	-6.92225600	38.99086781
5135	-16.72638383	-16.72370380	36.04913673	-15.89434023	-15.90031930	37.02233186
5198	-10.26591363	-10.28067520	41.71640397	-8.90710090	-8.90596177	43.65406748
5256	-10.47825475	-10.49660034	34.26264606	-9.99471455	-10.01390859	34.07032182
5319	-9.84791311	-9.87376908	34.41859763	-10.63959728	-10.65573854	33.58544554
5321	-9.66087304	-9.68342607	34.23808015	-10.45636535	-10.47307677	34.83681363
5348	-12.56637719	-12.56979498	38.55294159	-11.61291917	-11.59707074	39.34315952
5386	-11.73982275	-11.74297601	34.94321560	-11.54517151	-11.56677519	36.30148987
5603	-6.68097963	-6.67302239	37.67663341	-5.97402798	-5.98378722	36.56945931
5639	-11.75529446	-11.90842772	40.16038050	-14.83448496	-14.86014487	40.09138096
5697	-16.89720629	-16.89032993	35.55445355	-16.90307946	-16.89976532	34.54862561
5724	-6.14587220	-6.18078603	39.44325985	-3.57086767	-3.60945773	39.73576530
5810	-14.23094802	-14.26958614	33.12436641	-16.67048627	-16.67357328	33.51382705
5827	-17.20828158	-17.20799963	33.62334906	-15.92145045	-15.92578340	34.12605449
6046	-8.03169714	-8.03565214	36.09931647	-6.61829636	-6.62654115	37.40890362
6101	-18.28707653	-18.28905852	38.36640213	-16.58897756	-16.58922137	38.59161269
6237	-16.62123401	-16.62331800	40.60729338	-15.02430769	-15.02827852	40.02323942
6246	-17.30763695	-17.31051899	35.55930109	-17.00454555	-17.00472245	35.96409413
6475	-11.10740357	-11.12921663	40.78438724	-8.85633473	-8.88585959	40.79603902
6480	-15.52492954	-15.49814069	41.01330682	-13.75426738	-13.69338663	41.21489056
6558	-11.59250009	-11.58772280	38.34459995	-10.15886027	-10.12108575	38.61523530
6596	-9.89914057	-9.87198978	38.54045790	-11.10040880	-11.09507283	38.86976271
6634	-13.72091629	-13.72999940	34.29322559	-13.47383219	-13.47881583	35.27012755
6650	-16.26796107	-16.24870892	34.66647290	-15.47951728	-15.46348801	34.36018928
6692	-10.39266723	-10.39939865	38.85441593	-10.50812412	-10.48740776	39.42862515
6712	-17.39957305	-17.40765209	35.52230327	-17.66808040	-17.67252619	35.74476875
6826	-12.08204627	-12.08932863	37.60744380	-13.33409899	-13.33284046	39.04661298
6827	-16.42459078	-16.42942413	34.27717194	-15.69757825	-15.68468797	34.36268866
6912	-11.71498615	-11.73125190	39.53173836	-11.25604417	-11.27823274	39.56568149
6913	-12.33562111	-12.33399124	38.10859321	-11.94106525	-11.93926846	38.68611822
6963	-10.64801957	-10.63560977	39.69038856	-12.58358098	-12.58962049	39.34676984
7034	-13.70873804	-13.70880207	37.74103923	-13.62526507	-13.61989226	39.73425675
7117	-17.30444666	-17.29747493	38.22481552	-16.44957101	-16.44897936	39.27393569
7168	-11.89489868	-11.89664792	43.35166275	-11.33030831	-11.33632518	45.11972401
7272	-12.62812882	-12.61866536	37.56235428	-11.45832932	-11.44032682	38.00444554
7424	-9.99071786	-9.99023827	38.38969445	-9.82952006	-9.79341892	37.83544007
7430	-11.15858526	-11.17509097	44.17581924	-10.45136078	-10.47618770	45.35223460
7462	-9.73154439	-9.77136408	41.94308185	-11.21909077	-11.24701961	41.99559216
7548	-9.30295242	-9.33563337	44.56081727	-10.68721674	-10.71348588	45.31946373
7589	-15.47057554	-15.46997120	44.37148476	-15.03845907	-15.02774099	47.27639542
7607	-10.56043398	-10.57338351	40.98898586	-11.40226023	-11.41881172	39.99219805
7712	-13.85348261	-13.84041753	37.75606537	-14.08227143	-14.07104710	38.86189518
7716	-11.99480607	-12.01794688	41.65888300	-10.36878683	-10.39721529	42.97538037
7719	-2.60101741	-2.64227469	45.02039686	-5.39461087	-5.47444215	45.22971833
7800	-10.61218345	-10.65043062	44.05710510	-9.97125763	-10.01240603	45.27180433
7861	-16.02088230	-16.02087339	36.34384645	-14.56044485	-14.58184298	38.22873292
7977	-11.46016353	-11.48224033	35.96295135	-11.26606564	-11.28087123	35.95706596
8245	-6.02811367	-6.04875592	42.68939365	-6.29310501	-6.31707667	42.11003725
8327	-12.69872237	-12.69810961	36.12029588	-12.67162917	-12.67035059	36.87876481
8339	-9.94517424	-9.98525943	39.28193766	-10.02027265	-10.06815757	39.81266180
8354	-13.84901697	-13.90630972	38.03158916	-16.87718193	-16.89099497	37.25942678
8382	-17.59244632	-17.59792433	37.80687010	-17.79357367	-17.79611514	37.32168801
8387	-10.41403513	-10.45456340	39.50718871	-10.64272676	-10.66231493	38.27697109
8409	-12.11449660	-12.11714996	38.90023702	-11.87345035	-11.87389150	38.27612909
8594	-15.08348955	-15.07898761	38.87285481	-13.67126200	-13.65106306	37.49156424
8619	-10.65331551	-10.68282879	39.94128557	-10.29519457	-10.31886573	39.92133982
8653	-17.10557278	-17.11287379	40.97280172	-16.41536026	-16.41825286	40.97356963
8704	-16.99065410	-17.00674885	39.84495814	-15.95569206	-15.97300878	39.95477330
8837	-17.59184874	-17.59700298	38.78589331	-16.75449343	-16.76089315	39.03345593
9140	-1.98385968	-2.03866954	39.78266213	-3.30030585	-3.31074866	39.57014911
9182	-0.42225722	-0.47768893	39.38218244	-5.00620494	-5.02535498	39.26575882
9223	-5.54582310	-5.58400327	43.38902520	-8.34438200	-8.31688978	43.20074471
9317	-12.41504216	-12.41409412	35.80910602	-12.40377544	-12.40882963	35.62957227
9341	-12.00288292	-12.00897392	38.32120934	-11.96240194	-11.96701900	37.73492414
9385	-11.82095850	-11.82306621	36.25489422	-11.82446649	-11.82610406	36.14576927
9479	-11.51762673	-11.53593284	36.82807480	-12.31579869	-12.31755137	34.52721180
9558	-16.48579796	-16.49489006	41.64767733	-16.34890285	-16.36201327	41.34541409
9661	-13.08809721	-13.08990576	33.97373242	-12.60689709	-12.61962750	33.82638539
9664	-8.61104554	-8.65722817	42.40443429	-9.50540219	-9.53524540	41.82505383
9677	-12.95840213	-12.96079895	35.24665725	-13.22227939	-13.22787509	34.03191000
9681	-11.53595038	-11.55664540	42.74489728	-10.11787365	-10.15220041	44.12835319
9698	-15.78284748	-15.79187219	39.49623973	-13.94650018	-13.96819797	40.12167286
9715	-12.33627156	-12.34510234	40.45966944	-11.10802261	-11.12634645	42.04888118
9919	-11.51679172	-11.55798911	37.74642622	-12.06677764	-12.09794205	38.02475953
9956	-12.82978555	-12.82704705	42.60349577	-12.56518971	-12.56942334	41.56129422
9995	-10.44201013	-10.46245878	38.70030507	-7.70425525	-7.70761302	39.37776569
9998	-11.34012402	-11.37232441	32.15409213	-9.37921314	-9.44049854	31.83401735
10021	-14.79252541	-14.79518085	37.80794500	-14.96542740	-14.96364767	35.93125768
10077	-12.40443478	-12.38917524	40.91939042	-12.18094065	-12.17718734	40.26218954
10095	-11.97953843	-11.98830903	41.65398208	-13.07455184	-13.07510064	42.48361469
10285	-8.28625341	-8.31324889	33.78750085	-6.40609559	-6.44527980	35.61917819
10354	-11.67632341	-11.68858199	39.32061523	-12.12250308	-12.12237041	40.09964203
10373	-14.53631299	-14.52614795	40.64630636	-15.65418332	-15.65649488	39.61762305
10469	-17.21290025	-17.20857358	40.48819159	-17.04374307	-17.04567737	39.31613611
10579	-16.51309978	-16.52358877	37.40285881	-16.07212757	-16.08031793	36.91790616
10715	-15.84676061	-15.85308024	38.14874035	-15.10037409	-15.12587217	37.55521652
10940	-11.42906096	-11.41290176	39.38466386	-11.17844863	-11.13214527	39.63445437
10947	-13.49166216	-13.51459208	39.64246190	-14.45432040	-14.49071014	40.52131355
11109	-14.53387642	-14.53847959	39.80019884	-13.79774522	-13.80538247	40.47471783
11144	-11.60659724	-11.58745145	35.07865688	-13.11581549	-13.10467591	34.93697925
11146	-12.03797536	-12.08524510	44.55067238	-13.43054611	-13.44302360	45.06850882
11267	-11.48248102	-11.48724542	40.17548600	-11.71876634	-11.72556516	39.70967694
11330	-14.17184920	-14.17376111	33.55543872	-13.47543274	-13.47790565	33.56478275
11341	-12.26487131	-12.26581395	37.86153841	-11.76776891	-11.77029156	36.99531176
11348	-9.82284605	-9.84313080	37.97845214	-7.62657481	-7.62891908	38.35801533
11415	-8.00669187	-8.03648889	38.80761279	-15.14756383	-15.14439366	39.37752912
11417	-7.50792414	-7.52591896	40.49359193	-7.41610112	-7.42795288	39.38450772
11577	-15.75478448	-15.73524258	41.32134034	-16.73055713	-16.72919694	41.33221026
11638	-17.44738486	-17.47104901	39.13361549	-16.56241742	-16.56117935	39.87810664
11647	-12.53158602	-12.54484794	35.68109396	-11.56448950	-11.58742187	35.16556365
11701	-11.72879303	-11.72867758	34.73055475	-11.76493081	-11.77185820	35.47276166
11844	-12.83961527	-12.78746328	37.80653962	-15.81668813	-15.78946857	38.58358119
11853	-13.03774860	-13.05968577	36.55467239	-13.29136230	-13.30903604	36.51710050
11917	-13.20551408	-13.20881526	40.11597592	-14.19087195	-14.18897249	40.26756885
11919	-13.59690080	-13.59134439	40.37082406	-13.16630858	-13.16279370	41.17049885
11959	-5.72293543	-5.73078480	35.62257139	-4.39755957	-4.40337738	35.30661387
12009	-14.29712596	-14.29294706	39.58255159	-13.09446898	-13.08705715	40.16601793
12242	-10.25936763	-10.27631102	38.89134195	-11.14786821	-11.15074215	38.29684234
12243	-16.01977488	-16.01903882	39.86909150	-15.67862933	-15.67963616	40.38465606
12262	-9.81218910	-9.86380804	41.10356464	-10.36970142	-10.40229058	39.79256122
12274	-12.48319448	-12.50109518	36.19492872	-11.52040682	-11.52986279	36.86283750
12507	-14.68610349	-14.68829819	39.30532379	-15.32199878	-15.32362976	38.15902874
12636	-9.97586938	-9.97835351	36.23335638	-10.33410413	-10.33494106	35.60675266
12694	-16.14834231	-16.11110223	40.50781920	-16.42747860	-16.39622763	39.73424589
12771	-13.11126752	-13.10374984	32.39191587	-12.65661435	-12.64441561	31.72554438
12873	-11.40126861	-11.40235550	41.34885372	-11.65335575	-11.65604541	41.44597121
13318	-12.98754408	-12.97834881	38.28757382	-13.29436433	-13.22426263	39.34680668
13545	-14.54663192	-14.58956087	38.69972162	-15.21803026	-15.21651678	38.80824482
13565	-15.03520846	-15.03620995	38.17775644	-14.62416633	-14.62996421	38.28173431
13629	-14.37674128	-14.37707175	40.45489693	-12.48410671	-12.47986910	41.10577298
13642	-15.90204825	-15.85322646	36.76849737	-17.03188189	-17.01898778	36.90113244
13705	-14.36237230	-14.35852472	39.26045962	-14.14537565	-14.14801479	40.10410108
13717	-8.31247746	-8.30848788	38.90210771	-7.51866995	-7.51227297	39.23875546
13736	-13.93758114	-13.98804606	38.35391982	-16.27230488	-16.28851126	37.78718165
13756	-0.41541780	-0.30110257	38.26925054	-3.88995254	-3.85352882	37.73426767
13812	-13.77424102	-13.75366384	39.17878612	-15.58123122	-15.58010467	40.84131432
13833	-15.90265732	-15.89981371	40.21411205	-15.75349800	-15.75871645	41.27618504
13847	1.22009554	1.30269945	39.17819431	-3.74467821	-3.73313888	37.60914882
14051	-18.52489182	-18.50849713	35.12065642	-17.06241541	-17.05979142	35.89828644
14089	-16.31351744	-16.29521990	33.92483595	-16.38689310	-16.39168660	33.33399692
14096	-11.94267046	-11.92622908	36.51573450	-12.29486082	-12.29738750	36.08145244
14123	-10.45397696	-10.39798420	36.38837882	-11.36431504	-11.33134515	36.88842466
14246	-13.63226137	-13.60959787	40.29761507	-14.17391283	-14.14489817	38.98184393
14258	-14.35431910	-14.35899025	35.48509196	-13.92480107	-13.92729990	35.89931577
14424	-17.90559617	-17.92827183	37.05787107	-17.24108196	-17.24846573	38.79488471
14562	-7.26756016	-7.25420273	38.15374139	-5.75940072	-5.74869732	37.97611108
14602	-8.60893897	-8.62689622	36.24433075	-8.11788841	-8.14477907	37.56481787
14705	-17.15276776	-17.16284106	36.80948445	-16.64161648	-16.64265008	37.84195890
14739	-7.32695388	-7.35849054	39.05951557	-2.53656164	-2.64628362	38.62962921
14755	-11.67725950	-11.68949842	36.46498479	-11.73348891	-11.73340247	36.14830503
14774	-15.55876324	-15.54908336	42.75071118	-14.92516062	-14.90511059	42.75958474
15075	-11.19877039	-11.21049075	35.70843658	-11.05446695	-11.06260769	35.96662411
15321	-18.43047234	-18.43294298	36.46156849	-18.33578828	-18.34094175	36.42351501
15340	-9.69231120	-9.76032134	37.93804003	-6.83240545	-6.94081854	38.37505461
15372	-5.29168061	-5.35904108	40.27734560	-4.78473382	-4.85377242	39.34369225
15519	-9.51114085	-9.55440036	39.19856003	-9.21005010	-9.25422583	38.40522469
15749	-11.99067429	-11.99878513	38.17877560	-10.00703570	-10.04080094	36.28412211
15787	-13.52739545	-13.53031522	37.61509149	-13.81165141	-13.81330106	35.53936383
15813	-11.55555790	-11.55817111	38.96164574	-11.82017976	-11.83227945	37.40113632
15894	-9.72934996	-9.73064672	37.44220815	-10.05927379	-10.03682107	35.69491845
15920	-12.47327606	-12.47887435	38.60895569	-12.52273805	-12.52584237	38.09176535
16165	-15.37938689	-15.38681931	38.27358326	-12.71378415	-12.70570825	38.71651544
16166	-14.73837681	-14.72786043	38.42381004	-13.85517957	-13.86067210	37.93437643
16262	-15.91940369	-15.92562582	37.00521566	-15.36807248	-15.38285805	35.93211144
16328	-13.85711566	-13.89281520	38.02586049	-12.75229186	-12.81091617	38.18313233
16385	-17.38451128	-17.39100040	37.72452189	-17.98466050	-17.98129981	38.92748789
16406	-16.44444356	-16.43238257	36.04581136	-16.74777168	-16.74566188	35.82406297
16727	-12.00061599	-12.00776664	37.68225856	-12.05695400	-12.06581405	37.02079497
16824	-12.92264181	-12.92015762	46.16908475	-12.15179781	-12.15041871	46.23043651
16933	-10.47676560	-10.46389361	34.22407017	-8.72743153	-8.72588426	32.99835020
17033	-12.82057378	-12.82314596	33.60641552	-12.16241374	-12.17173739	34.29709906
17054	-11.85929498	-11.87047672	34.89862504	-10.13384928	-10.16265576	34.53755334
17060	-16.06940715	-16.06364284	37.79967851	-15.53880337	-15.53711644	37.52800673
17175	-10.04180521	-10.08829922	40.89309006	-9.74650483	-9.78655971	41.60683539
17196	-12.21454562	-12.21003621	34.66927151	-12.75760765	-12.76283056	34.17962693
17215	-16.43700617	-16.43113399	38.16092378	-15.16278636	-15.16454723	37.93166320
17374	-12.87502200	-12.83432706	38.00516086	-13.52570636	-13.49028390	37.84460808
17415	-16.80691716	-16.80717281	35.32526900	-16.35250425	-16.35589624	35.23449670
17498	-16.56101226	-16.55923239	39.23774787	-14.88703117	-14.87950911	38.50562033
17540	-18.03378447	-18.02713115	36.62684753	-16.19376848	-16.17152792	36.61030406
17558	-11.67675167	-11.67471680	37.81916348	-11.03631705	-11.04107167	38.79691154
17750	-10.54563432	-10.55152845	32.39796870	-10.69198913	-10.70065303	31.24731763
17754	-10.69240953	-10.70108061	32.31026768	-10.95029191	-10.95269937	31.57603574
17776	-11.43794533	-11.44882593	39.52722971	-10.06696135	-10.06839433	38.76000734
17829	-12.22681470	-12.23578280	40.48758142	-10.94648448	-10.97431091	39.23244188
17952	-6.82347169	-6.70179530	39.30209274	-8.08922769	-7.97948322	39.12567000
18092	-12.93118708	-12.94393060	37.75106549	-13.13771547	-13.14201811	35.56339781
18193	-11.97628505	-11.97120798	40.16804462	-11.04199132	-11.03051460	39.51333498
18197	-17.82410995	-17.82625309	40.19326279	-16.38082148	-16.39215836	41.15261193
18228	-7.44318150	-7.42138956	38.50896338	-3.94882710	-3.94486936	37.80385821
18295	-15.65384447	-15.65453210	36.81142172	-15.21708402	-15.21838109	35.47910647
18320	-11.00366997	-11.01847942	36.92741993	-11.39591487	-11.39236072	36.80606965
18323	-11.39278190	-11.39490416	36.76953140	-10.18215953	-10.16914286	36.33833983
18334	-9.91328176	-9.91221384	38.57340349	-10.74034077	-10.74507658	37.81909947
18467	-10.67111504	-10.64823869	42.06557359	-9.20640600	-9.16391659	43.31203059
18468	-10.84433979	-10.83637496	37.13180361	-10.15528000	-10.16188182	36.11798187
18494	-11.43215481	-11.40828462	43.31325334	-7.11401540	-7.06671727	43.21162289
18517	-11.72114078	-11.72664987	34.31080973	-11.15088956	-11.16750498	35.43921268
18527	-10.35845686	-10.35085899	34.28266473	-10.29879803	-10.29158735	35.56510008
18561	-14.24676917	-14.19575816	38.37423135	-9.44102320	-9.37950046	38.01093545
18651	-14.05302305	-14.04898709	35.02671889	-14.38556547	-14.38474959	34.05140787
18674	-11.50779153	-11.51262350	36.76484033	-11.70716070	-11.70562236	35.69360921
18711	-11.43893028	-11.44482687	34.75411705	-11.03175652	-11.03188985	34.73104975
18762	-8.66482465	-8.62722427	42.01049893	-8.82799414	-8.79680620	41.99712935
18807	-8.96879592	-8.93142283	41.34640000	-8.31821321	-8.27516455	41.92651405
18850	-12.14944039	-12.13758468	39.09612300	-11.77843139	-11.75739959	38.40924785
18864	-12.77110118	-12.80498961	41.09081279	-10.55940932	-10.61404661	40.86492404
18961	-13.60337979	-13.59604677	29.41908932	-13.85401039	-13.84592508	30.51885086
19090	-15.39917465	-15.39801464	38.56921187	-16.85390057	-16.86166145	38.40256213
19113	-12.90545108	-12.91302588	34.36450052	-13.26000248	-13.26280631	33.84514964
19122	-15.74677513	-15.75339773	35.25616052	-8.68394077	-8.67225293	37.48787205
19128	-12.61005752	-12.62005985	34.55592375	-12.75835919	-12.76391219	33.86750234
19197	-9.16256616	-9.18587075	43.17072569	-8.82273012	-8.85229860	41.92111116
19477	-17.03514131	-17.03940856	36.06577406	-16.35740837	-16.36927091	36.71693631
19498	-15.75992337	-15.76896404	40.05072128	-16.64959050	-16.65264669	39.64016543
19582	-12.80632410	-12.80897598	37.56401750	-12.45097347	-12.44342625	37.60064852
19931	-15.15401068	-15.17135544	40.15530750	-14.42589101	-14.45477433	39.55570868
20047	-11.59714114	-11.59676220	46.24212616	-11.12553254	-11.12228189	46.48441213
20050	-11.22225938	-11.22790793	47.76434036	-11.71393760	-11.71878331	47.23697648
20110	-11.56692512	-11.56002738	44.18173673	-11.80540034	-11.80432512	43.91540655
20137	-15.64798665	-15.64708572	36.47173669	-15.95238782	-15.95410317	34.83737459
20246	-12.48483373	-12.41434492	38.50274689	-12.82009901	-12.77801922	38.50497411
20333	-12.84726229	-12.84214811	35.33353536	-11.00932983	-10.99870052	35.03839236
20369	-12.35155407	-12.34771051	35.67958341	-9.99863074	-9.98968432	35.55053178
20407	-8.25822000	-8.40635629	39.49653805	-17.37568675	-17.37127394	40.30472761
20421	-17.10658655	-17.10287916	37.57350017	-17.10578246	-17.10784107	36.99211102
20502	-15.70362011	-15.70107205	36.80190872	-16.07805248	-16.07217070	36.16948029
20517	-10.07504860	-10.05212699	34.38282602	-10.06519971	-10.05440306	34.96973866
20565	-15.12957516	-15.13614454	39.90245184	-14.04113487	-14.03963488	38.78995443
20578	-7.28693050	-7.29130020	33.83886634	-9.84139746	-9.83762193	33.28340786
20679	-17.33189452	-17.33819578	39.48928660	-16.17333874	-16.17743642	41.41761775
20751	-6.88776188	-6.91280134	42.74284265	-9.36333974	-9.34061528	41.70308239
20762	-8.57144755	-8.58409790	38.82223552	-8.21828033	-8.23256436	38.67472714
20790	-9.43868322	-9.44935512	39.44612004	-6.20668083	-6.23471191	38.07646441
20868	-6.08436608	-6.05880391	37.83416795	-0.96422981	-0.94977895	38.16273633
20978	-10.07996635	-10.08289088	41.50269000	-9.29311655	-9.28320197	43.69786244
20993	-10.49471524	-10.49872814	32.65625958	-10.47823316	-10.48445800	32.66957807
21081	-10.77440741	-10.78155537	36.33343269	-12.75589765	-12.78315001	35.35904549
21194	-16.24456622	-16.23649412	38.94165881	-16.16761106	-16.16276536	38.87209000
21339	-11.85412699	-11.83571285	34.72426782	-12.22514655	-12.20445991	34.41655004
21373	-11.29888955	-11.33139531	35.40863718	-10.30225607	-10.34450261	34.94101245
21382	-11.50971194	-11.50645115	37.37148068	-12.00522130	-12.00345840	35.33577127
21404	-11.70808085	-11.70889183	33.35875354	-11.06299804	-11.06149020	33.80344663
21428	-9.56833980	-9.57540870	30.20349950	-10.15199240	-10.16103659	29.56493506
21602	-11.35074307	-11.34134389	38.01246279	-10.94996659	-10.94621965	39.16230691
21616	-13.37838458	-13.37910795	36.96357376	-11.72562338	-11.75838575	35.76929469
21617	-11.54268541	-11.54267611	38.90521201	-11.30008464	-11.30053346	37.63017356
21672	-11.77670731	-11.78251490	38.93416537	-11.41945110	-11.43373785	39.07225724
21795	-12.25296128	-12.25377729	31.32468079	-11.90641256	-11.91273591	31.13812265
21843	-10.78390293	-10.81776003	36.38273600	-11.70939913	-11.72728209	36.31211848
21956	-15.28390059	-15.27132166	34.25931213	-14.43563589	-14.40617144	34.36794892
22431	-17.27849845	-17.28241524	41.97952613	-15.98763489	-15.99055139	42.74276375
22667	-11.73883976	-11.73469236	36.24647754	-11.56266494	-11.55745445	36.42291166
22686	-11.60242236	-11.60449384	38.87777395	-11.54003792	-11.54423684	37.62755888
22693	-14.46541598	-14.46902611	38.21485685	-14.39024126	-14.38953074	37.58291695
22703	-12.34635209	-12.34131031	31.94625538	-11.71931200	-11.71186825	32.50602298
22810	-17.84326261	-17.84132691	39.11204100	-17.47596510	-17.48414346	38.74346369
22898	-13.84297812	-13.83850954	37.48713972	-13.39313734	-13.39343299	37.30950782
22903	-11.90617312	-11.91027234	34.27388491	-11.75179462	-11.75437473	33.26151222
22977	-12.17915331	-12.13693512	35.86803574	-12.33799231	-12.29799637	34.28321394
23032	-16.73898510	-16.74193403	45.73918760	-16.53675168	-16.53846363	45.28634949
23083	-16.55213742	-16.54551616	38.46794423	-16.30788152	-16.31231224	41.10971585
23336	-6.53442193	-6.50132790	35.58581583	-7.13102799	-7.09178565	35.82703026
23351	-5.94505044	-5.88870208	35.85165279	-8.17328261	-8.13495937	36.47532026
23510	-18.20099921	-18.20360968	35.67961546	-16.90467997	-16.94525637	37.29136660
23531	-13.09677861	-13.09453264	33.92573962	-13.39023435	-13.38734484	33.24042331
23657	-9.44914151	-9.41025883	36.82460999	-9.93751180	-9.91718234	36.12003844
23711	-14.92737641	-14.93692753	38.91167816	-13.68449101	-13.70376662	38.95743543
23757	-10.08881427	-10.05849873	33.24360266	-10.55057326	-10.49692956	33.15671055
23812	-12.39046633	-12.36341162	35.39645086	-12.70322919	-12.70549199	34.28700037
24199	-15.06792059	-15.06309912	38.01976595	-15.08212029	-15.07641289	38.07890681
24243	-13.25987250	-13.26353270	36.75191617	-12.56309809	-12.57354038	37.30981573
24251	-12.67228726	-12.68891486	37.20406195	-11.67028181	-11.68192984	37.94387893
24437	-11.30249792	-11.35138813	34.00562639	-12.96177815	-12.95895838	32.74034968
24477	-15.22635921	-15.25188487	38.50026747	-16.17833990	-16.17183378	38.30565159
