"unique" "vcf_ord" "position" "chrom" "a_freq_old" "for_relatedness" "a_freq_final" "keep_loci" "quasi_indep" "pca_ALL_PC1_loadings" "pca_ALL_PC2_loadings" "pca_ALL_PC3_loadings" "pca_PRUNED_PC1_loadings" "pca_PRUNED_PC2_loadings" "pcadapt_3.0.4_ALL_chisq" "pcadapt_3.0.4_ALL_log10p" "pcadapt_3.0.4_PRUNED_log10p" "OutFLANK_0.2_FST" "OutFLANK_0.2_He" "OutFLANK_0.2_ALL_log10p" "OutFLANK_0.2_PRUNED_log10p" "LFMM_ridge_0.0_ALL_log10p" "LFMM_lasso_0.0_ALL_log10p" "Spearmans_ALL_rho" "simID" "RDAvegan_2.52_ALL_RDA1" "RDAvegan_2.52_ALL_PC1" "RDAvegan_2.52_ALL_PC2" "RDAvegan_2.52_ALL_PC3" "RDAvegan_2.52_PRUNED_RDA1" "RDAvegan_2.52_PRUNED_PC1" "RDAvegan_2.52_PRUNED_PC2" "RDAvegan_2.52_PRUNED_PC3"
"101376_0.9" 2842 101376 3 0.9 FALSE 0.900302114803625 TRUE TRUE -0.00755983999200609 -0.00370936536723231 0.0100048640934361 0.0231761757640555 -0.0223385743211321 7.10139869078064 1.1628212822096 0.55115294743437 0.0231582172786359 0.17951643376749 0.578779862578925 0.656330731332 0.214505029872971 0.155252333567371 0.0732739978691109 10900 -0.0350981667222208 -0.0597561112349431 -0.0151427287625215 0.0553475252059547 -0.0424576357376418 0.0624732777702979 0.0265519422086671 0.0221581901472839
"101422_0.0425" 2843 101422 3 0.0425 FALSE 0.0422960725075529 TRUE FALSE NA NA NA NA NA NA NA 0.0237564247738236 0.0170914306671138 0.0810142295159773 NA NA 0.020575332208632 0.00642926419474223 -0.0292584484975029 10900 0.0104963077117728 0.0207284316041516 0.00255355127611748 -0.0275974441872533 NA NA NA NA
"101481_0.029" 2848 101481 3 0.029 FALSE 0.0287009063444109 TRUE FALSE NA NA NA NA NA NA NA 0.40414966462311 0.00989106342119113 0.0557543286388402 NA NA 0.366488263978283 0.2988278118496 0.0940838277135167 10900 -0.0596095133443631 -0.0405676877550918 -0.032035380372137 0.0107658437226778 NA NA NA NA
"101486_0.513" 2850 101486 3 0.513 FALSE 0.511581067472306 TRUE TRUE -0.00684314358611214 0.000893691386757146 0.0135583858518849 0.00878521730062767 -0.0444401190250347 7.69826125143364 1.27837697652742 0.193210798355464 0.0180338237526774 0.499731757752404 0.340845671449068 0.396277591189096 0.209851024477811 0.207471777537686 0.0628263099634799 10900 -0.0366928057736809 -0.0541022743008731 0.00930808566979666 0.0680370531800129 -0.0443866425862258 0.0190244319893222 0.104450415569161 0.0184517060227223
"101648_0.4685" 2855 101648 3 0.4685 FALSE 0.468277945619335 TRUE FALSE -0.00102177588111613 0.00186845221766005 0.0032552274635513 NA NA 0.364371248000161 0.0234207331736292 0.176635553414527 0.0160480063580107 0.49798742253174 0.277010960694447 0.325397666731605 0.155102510321064 0.177686319933124 0.00436513141424116 10900 -0.00279957996684465 -0.00865779029229078 0.00824007124914585 0.0103622607305653 NA NA NA NA
"101727_0.55" 2858 101727 3 0.55 FALSE 0.550352467270896 TRUE FALSE 0.00307940823545816 0.00106436274049575 -0.00386094530030239 NA NA 1.007396731348 0.0972020805418357 0.276228154271813 0.0213218099425856 0.494929258079467 0.511583129868094 0.583399278165908 0.252233551403771 0.251337374313638 -0.0146764315455323 10900 0.00766287045172663 0.0255086836385016 0.00709000792423737 -0.0143975188131474 NA NA NA NA
"101767_0.035" 2860 101767 3 0.035 FALSE 0.0347432024169184 TRUE FALSE NA NA NA NA NA NA NA 0.155721534072211 0.00420813025424161 0.0670722246054707 NA NA 0.134339679504133 0.104962651905944 0.0621841032086764 10900 -0.0403479825609373 -0.0337029235040099 -0.011504898965353 0.0141180422127298 NA NA NA NA
"101810_0.5775" 2861 101810 3 0.5775 FALSE 0.57754279959718 TRUE FALSE 0.00113265900131565 -0.0022208066421004 -0.00394915259573287 NA NA 0.510278807920196 0.0378071324453081 0.107240094617814 0.020745061384025 0.487974228461263 0.476921593400056 0.545642209234005 0.103407470572297 0.124128060167395 0.00979549589439158 10900 -0.00668605164739254 0.010011054771424 -0.00861939178847834 -0.0128410447570449 NA NA NA NA
"101813_0.0165" 2862 101813 3 0.0165 FALSE 0.0166163141993958 TRUE TRUE NA NA NA NA NA NA NA 0.650136848778607 0.0213958875422802 0.0326804246036454 NA NA 0.699221602933493 0.5983547387013 0.100507165407208 10900 -0.0600622151999733 0.0440841992852583 -0.0557855113441205 0.0249090301002237 -0.0726562066542876 0.0523727115072396 0.0174529094918477 0.0104409931310142
"101922_0.426" 2864 101922 3 0.426 FALSE 0.425478348439074 TRUE FALSE -0.00358103870319742 0.00140367707178748 0.00443934886803881 NA NA 1.5099658560356 0.167508885119042 0.135724468891237 0.0256320758614766 0.488893046897264 0.722819018471565 0.811684555203925 0.158618468866286 0.178681888557294 0.00462125968102279 10900 -0.0012691247802236 -0.0287501357248841 0.00479103561691225 0.0159338626659227 NA NA NA NA
"102115_0.015" 2868 102115 3 0.015 FALSE 0.0151057401812689 TRUE FALSE NA NA NA NA NA NA NA 0.293561216116398 0.0122813673968151 0.0297551135896894 NA NA 0.26459529159796 0.268474705528639 0.00792237012797489 10900 -0.00477831175561138 0.0518063177772536 -0.0143480109080493 -0.00576731542870449 NA NA NA NA
"102309_0.546" 2872 102309 3 0.546 FALSE 0.546827794561934 TRUE FALSE 0.00360943509761837 -0.0113757721192859 -0.00810311549010203 NA NA 5.43236115872955 0.845452459158208 0.394582882617414 0.0184014911218295 0.495614315312931 0.370115396691796 0.428582451411221 0.242485203400694 0.157868849624822 0.0531036718826938 10900 -0.0295419650197769 0.0282445079630155 -0.059536844765919 -0.0317450573793324 NA NA NA NA
"102449_0.358" 2874 102449 3 0.358 FALSE 0.35901309164149 TRUE TRUE -0.000364031651181365 -0.00589007092473763 -0.00639031025565161 0.00732577043872781 0.0111001788997208 1.52485628391308 0.169702984371957 0.11672848149582 0.00887374169714402 0.460245383343018 0.0759718402174009 0.0955807365529354 0.0517378519676072 0.115113824271502 0.0149089957658334 10900 -0.0120152119589327 -0.00204332091256212 -0.0340402333163817 -0.0290135400661642 -0.0145345908434571 0.0127970653226072 -0.0423420232535236 0.0621784559975537
"102456_0.0145" 2875 102456 3 0.0145 FALSE 0.0146022155085599 TRUE TRUE NA NA NA NA NA NA NA 0.267935194169389 0.0175308095460203 0.0287779816216027 NA NA 0.50513713003495 0.599285470687001 0.0528284392502384 10900 -0.0334310194386921 -0.0414877528511393 0.0155168134322036 -0.0140499767900471 -0.0404409169544283 0.0326590435305205 0.020678852419163 -0.038056745217662
"102538_0.016" 2876 102538 3 0.016 FALSE 0.0161127895266868 TRUE FALSE NA NA NA NA NA NA NA 0.238171581821883 0.0228586903190673 0.0317063350807107 NA NA 0.507715132093778 0.596902093286545 -0.0597592089668883 10900 0.0384523711158834 0.00855336286522678 -0.00953720734285266 0.0103431844613036 NA NA NA NA
"10264_0.0675" 239 10264 1 0.0675 FALSE 0.06797583081571 TRUE FALSE 0.000674216563258094 -0.000740620765631174 -0.00153925504566287 NA NA 0.0932670118562706 0.00321129862413465 0.230329509753523 0.0172939257550921 0.126710234481248 0.306569988320704 0.358297887196738 0.556987169266707 0.636344489736874 -0.00478973811947712 10900 0.00230879384434975 0.00430940034544175 -0.00545337876959903 -0.00442695228760012 NA NA NA NA
"102667_0.1455" 2877 102667 3 0.1455 FALSE 0.144008056394763 TRUE TRUE -0.000888486422563676 0.0126343254922527 0.0052500829913887 -0.0427024037021448 0.00699234457090274 4.16472318481679 0.612223075353908 1.43139189995229 0.0186628175030773 0.246539472176332 0.410342550978732 0.472811483601268 1.14452906060941 1.02367056269539 -0.114434317292126 10900 0.0733302362598809 -0.00431789721351481 0.0607507668181303 0.0226267870821748 0.088706298659927 -0.122897199548073 -0.0090175434204349 0.046242947753866
"102729_0.0175" 2879 102729 3 0.0175 FALSE 0.0176233635448137 TRUE TRUE NA NA NA NA NA NA NA 0.609962789792404 0.00926888989712542 0.0346255612043618 NA NA 0.415318802863309 0.331873199071789 0.0866263014196162 10900 -0.0553992515951618 -0.0103564471628492 -0.0487553119489848 -0.0108317294072461 -0.0670155014927377 0.0625887318213817 -0.0643217535422989 0.00850683253573671
"103049_0.0135" 2882 103049 3 0.0135 FALSE 0.013595166163142 TRUE FALSE NA NA NA NA NA NA NA 0.677216089736125 0.0130021276508763 0.0268206752402771 NA NA 0.415462661980224 0.355803225899487 0.0754734234869736 10900 -0.0468280048042557 -0.014827180739717 -0.0346943131198558 -0.00747341252017507 NA NA NA NA
"103050_0.024" 2883 103050 3 0.024 FALSE 0.0241691842900302 TRUE FALSE NA NA NA NA NA NA NA 0.977255467324154 0.0110448807822262 0.0471700696415693 NA NA 0.586501197414674 0.527752121840308 -0.0858785947799479 10900 0.0497374391020069 0.0220641312094458 0.0275643459399734 -0.0232624196811143 NA NA NA NA
"103056_0.0115" 2884 103056 3 0.0115 FALSE 0.0115810674723061 TRUE FALSE NA NA NA NA NA NA NA 0.129739452063071 0.0133280993386893 0.0228938926970159 NA NA 0.0675540352408005 0.0452587222684979 0.0346831283643662 10900 -0.0219346871018338 -0.00980986871956852 -0.0200181029084814 -0.0279367579700406 NA NA NA NA
"103109_0.0485" 2887 103109 3 0.0485 FALSE 0.0483383685800604 TRUE TRUE NA NA NA NA NA NA NA 0.179662470170819 -0.0032637299415569 0.0920035414061571 NA NA 0.354895111698769 0.462444994005145 0.00487409077732821 10900 -0.00189846649794569 -0.0158911724214202 -0.0206925001818497 0.0126346029649078 -0.0022965415734624 -0.0410496283277992 -0.021139528555778 0.0579533471887758
"103342_0.0555" 2891 103342 3 0.0555 TRUE 0.0558912386706949 TRUE TRUE -0.00534654539236702 -0.00198174989399192 -0.00791021598569253 0.0189512183565787 -0.00652707994553941 3.7872894918159 0.544594664978967 0.448796540158939 0.0154913616823672 0.105534816221101 0.24629754806583 0.291047195246535 0.333680234861217 0.335967416302699 0.113407321886281 10900 -0.0623241171610941 -0.0417530018225546 -0.00256911659361107 -0.0327221237723651 -0.075392389723323 0.0246914801379923 0.0146770629627234 0.0255178053700383
"103358_0.164" 2893 103358 3 0.164 FALSE 0.162638469284995 TRUE TRUE -0.00454280063776457 0.00159072998769238 0.00078922990778826 -0.00415295846002472 -0.00870968623241796 1.87725624062748 0.223103430352512 0.0967813528127089 0.0145490834947379 0.272374395187257 0.205705708318498 0.245343352978974 0.099278256503621 0.0853732330118086 -0.0915137291627861 10900 0.0676689390156676 -0.0350668415139017 0.00427797833120866 0.00776306855584897 0.0818579268318581 0.0391443655461008 0.00776419667879154 -0.0309140096747177
"103378_0.2645" 2894 103378 3 0.2645 FALSE 0.266364551863041 TRUE TRUE -0.00104131029587098 -0.0028628518758846 -0.00970633277844599 0.0297015488174971 -0.00751084649111834 2.20008872143383 0.274144783882617 0.883090144856231 0.00633938626087976 0.390828954747685 0.0465160719082983 0.0601188258185318 0.743825347430756 0.771163672077309 0.0955914971103648 10900 -0.0597931754095084 -0.00961239159677984 -0.0126596532746429 -0.053572860304986 -0.0723307539458058 0.0810828103516125 0.025677070069155 0.0106069092126478
